redshift,u,g,r,i,z,ra,dec,expAB_r,petroR50_r,petroR90_r
0.005783565,14.76735,13.21852,12.44991,12.04163,11.79561,215.01836422675,3.99266247256812,0.3454546,16.81203,43.54904
0.005951873,16.08837,14.79711,14.25515,14.03293,13.96935,215.133731329583,3.98323352914889,0.7629442,14.77058,31.43208
0.005598712,19.69272,17.95022,17.29509,17.0135,16.94157,217.232822008262,3.85159750445186,0.5980982,4.151655,8.718862
0.005596543,18.72091,17.58983,17.38642,17.23949,17.27771,217.700998501325,3.79734111491281,0.5609173,5.209839,9.946455
0.005850369,18.07749,17.29728,16.99909,16.89314,16.80859,231.208835447541,3.08142870118773,0.6620635,2.661435,6.048021
0.00569122,17.1082,16.28411,16.1236,16.07131,16.64245,218.663171347693,4.26405791429083,0.3544415,12.75714,25.35028
0.006280908,18.28798,17.09433,16.57223,16.33137,16.1419,229.372698792639,3.58555056300477,0.9064949,3.694393,9.161533
0.005684414,18.64565,17.65943,17.29102,17.09118,16.98521,219.593985852832,4.61326995564419,0.3524575,4.110522,10.26989
0.005772049,17.50134,16.35204,15.97705,15.84741,15.74401,220.871626474905,4.53149838612464,0.8472952,9.620671,17.97927
0.00582317,14.74909,12.85982,11.82465,11.36504,10.95289,27.29517576013,-10.4264800201273,0.7258505,18.57862,48.09484
0.006041894,18.80369,17.65958,17.25101,16.9857,16.98655,27.7269212295617,-10.3695596974541,0.3978461,4.662626,11.43787
0.006396601,16.68998,15.52164,15.13443,14.9558,14.86657,31.1451802568425,-10.1084779189503,0.7582765,5.870109,15.5316
0.006415432,20.47495,19.83917,19.72359,20.44075,19.35548,31.051742221954,-10.0784520722831,0.9500444,1.054724,1.798894
0.006342571,17.89556,17.1061,16.99629,16.95223,16.96457,31.1066593401446,-10.1597215193394,0.5235899,3.833406,9.184513
0.006479651,18.06523,17.21933,17.04416,16.95569,16.89539,31.252575529056,-9.69302038176539,0.5312946,2.143086,5.222497
0.0063787,18.52439,17.79885,17.86559,17.96851,19.99709,19.8095136028953,-9.59617485083033,0.4844205,3.32358,7.499441
0.006400369,17.27684,16.31783,15.96881,15.78473,15.74452,27.4765162229936,-9.22815204939634,0.399941,8.586164,16.37005
0.006015546,16.82851,15.61248,15.10923,14.86625,14.74825,24.378417078652,-8.8854930117565,0.6172873,9.310332,18.26399
0.005843426,14.10064,13.15788,12.81783,12.64174,12.54496,359.904203595831,14.8078060797871,0.4071171,19.31724,43.94311
0.00626879,19.07782,18.14884,17.73144,17.5514,17.64304,3.0612974667697,15.2574747159014,0.6428872,3.583309,7.725469
0.006478631,17.00818,16.14235,15.85811,15.72262,15.6429,19.3771361716641,-9.29676797900674,0.388617,8.70562,19.88988
0.005920999,16.82104,15.6566,15.24072,15.20704,15.26671,354.273868506843,-9.59799996914809,0.5121228,12.39084,23.79167
0.006431607,18.32254,17.2415,16.78234,16.58731,16.41413,146.998012377705,2.22267711376804,0.5835938,3.481971,9.117566
0.006251462,17.87495,16.64103,16.20844,15.99251,15.88953,131.343589138522,2.19015970476709,0.8079704,7.839196,15.59398
0.006263335,15.69679,14.3449,13.81807,13.93146,13.45512,146.93894220779,2.62695907859968,0.1961614,24.37669,44.72318
0.005640853,18.5736,17.74035,17.46537,17.35089,17.3106,210.536319125726,61.412381722828,0.4118989,3.46969,7.181753
0.006319641,17.69879,16.54973,16.25139,16.06969,15.97551,206.381215451695,62.6592440888833,0.9504876,6.665551,12.98314
0.006286097,17.79005,17.04638,16.90372,16.89581,16.83264,207.628509385474,62.4469514835768,0.3759473,3.835122,10.37429
0.005722158,24.63467,23.69051,22.81758,22.15821,22.80147,160.543905499282,63.4085977336932,0.05,0.6556235,1.151931
0.005697136,18.08755,17.07644,16.69726,16.66319,16.41867,163.772258865461,63.9928345264964,0.4499886,10.20945,18.90269
0.005875824,18.54066,17.70743,17.36888,17.30557,17.24172,148.497711227291,2.86906880332767,0.5048113,3.763841,5.516229
0.006483411,17.50372,16.38722,16.07906,15.93723,15.8155,148.907320221238,4.47674117152759,0.4324794,5.576921,13.32406
0.005708514,17.39872,16.10027,15.54169,15.26212,15.08636,184.865656532192,4.57848268906868,0.332151,6.125976,15.3861
0.005920699,18.46689,17.42718,17.15888,17.01307,16.86844,148.648784568907,4.38551896299197,0.5793809,5.171016,10.90808
0.005676916,16.24584,14.80263,14.79735,14.53077,14.64846,148.818178668875,4.26777711912765,0.9123319,15.07455,30.23921
0.005596345,18.49934,17.37786,16.93332,16.74545,16.61135,150.500002414558,4.790931861439,0.9117833,3.878693,10.1443
0.005766666,17.93933,17.0456,16.74997,16.59677,16.70193,151.768664815402,5.00684511864043,0.5898521,7.038261,14.95734
0.005926562,14.47196,12.58818,11.82413,11.36959,11.05363,184.842662666126,6.09867793748316,0.521689,17.99372,47.97791
0.006236329,18.42041,16.88063,16.22538,15.8917,15.65011,184.849224355565,6.23302114298454,0.6294603,6.74985,14.05971
0.005979858,18.87338,18.08593,17.86673,17.78794,17.80811,202.092744472093,63.6854527276535,0.8158427,2.710579,6.864406
0.005997621,19.21496,17.9683,17.72961,17.6126,17.61895,203.595043149607,63.4486245993468,0.5086427,5.986063,13.60927
0.005907493,20.85144,19.61179,19.11688,18.96265,18.74722,133.668919645937,47.1049458400412,0.797807,0.9955009,1.610843
0.006497472,19.09901,17.91035,17.7553,17.7802,17.92805,149.625976037429,0.0452169487217604,0.4579014,3.745337,9.594556
0.005804214,16.00274,15.03378,14.62315,14.42996,14.33247,186.164432773898,3.99548160568603,0.3279342,10.46596,23.25947
0.00587604,20.47327,19.79505,19.47236,19.52745,19.49911,186.160630166362,3.99644854273058,0.8501224,0.9208695,1.585201
0.00566138,18.98401,24.65687,24.22456,24.02871,22.74781,222.595165029441,2.95851641692914,0.1369248,3.924045,4.296995
0.006051213,18.16644,17.59958,17.2267,17.21236,17.08097,223.008106445114,2.97827336797447,0.9132818,4.931649,11.55044
0.0057454,15.83411,14.68523,14.15898,13.8721,13.67003,217.507671576655,3.77287814065933,0.3502781,10.00833,23.51528
0.005609656,17.48803,16.45727,16.0049,15.83077,15.6646,220.390489587099,3.49667572859809,0.4675537,6.550603,15.64013
0.0065365,17.20205,16.10429,15.54924,15.30543,15.11522,189.830270122419,4.9439167087617,0.9409543,3.197845,8.632657
0.00556643,26.75632,16.9847,16.36969,16.12897,15.99901,215.181433117877,4.14363238274266,0.5596113,8.638996,18.16373
0.00599629,18.1387,17.36905,17.05944,16.90264,16.85079,232.569446358471,3.28930735702628,0.5772639,4.764589,10.93727
0.005673601,24.63468,25.11439,23.00683,23.33142,21.88817,220.761732457235,4.76564642866853,0.1365756,0.5996844,1.020105
0.00587251,17.63791,16.70746,16.29746,16.10816,16.01425,219.935253726044,5.35333174751777,0.9159047,7.002275,15.75608
0.005618047,18.49442,17.32861,16.83629,16.58013,16.50489,168.914127775559,57.8161650806918,0.3653409,4.091352,9.057641
0.005018893,18.59342,17.56909,17.2373,17.23942,18.17512,242.433159852986,-0.115135560317837,0.4552388,6.951503,14.93833
0.005298289,21.53245,21.35221,21.34199,21.52991,22.24751,190.012169405534,-1.05081941621853,0.7481554,0.8069787,1.424731
0.004585617,14.06557,12.77967,12.14515,11.75792,11.65058,208.226922167453,-1.11461202045139,0.693401,36.86787,72.89983
0.005095313,14.93959,13.75986,13.27385,12.89334,12.70928,212.907456734003,-1.1561530433319,0.239604,25.61369,68.6096
0.004755149,18.28052,17.10785,16.73526,16.55063,16.4335,193.221743816467,-0.822699389868228,0.3256917,5.526184,14.63838
0.005102077,17.62543,16.84462,16.56163,16.43825,16.34171,190.615620961713,0.0482117426076538,0.4946774,5.673831,13.67001
0.005144823,16.46681,15.2365,14.68592,14.41944,14.22242,217.157672992188,0.553150230674405,0.3100266,7.014041,16.94771
0.005289246,16.88236,16.60585,16.60178,16.74228,16.68555,225.981897894871,0.432124792756628,0.871305,2.294269,7.787261
0.005270182,17.37535,16.66931,16.4419,16.51455,16.5046,225.9842817205,0.429599960202333,0.7039042,8.096812,17.00946
0.005315727,17.86287,16.93966,16.58681,16.46641,16.35438,189.760361124495,0.849722196834375,0.5134986,3.915808,10.72225
0.004573757,18.28417,17.33979,17.04154,16.85414,16.80172,181.332940549513,-0.480191671264847,0.8997719,3.55561,8.044661
0.005418549,14.73675,13.62925,13.10577,12.85584,12.6727,191.383297985155,-0.535718436324593,0.5506803,13.89271,29.44683
0.005175699,15.47216,14.38393,14.02825,13.83624,13.80706,217.394196789292,-0.018237734316238,0.5214334,14.0665,30.75893
0.00505075,15.3237,14.02142,13.66437,13.46055,14.89174,188.116439787073,0.390630708009724,0.6298449,43.74162,102.677
0.005347809,19.10999,18.40685,18.56111,18.96928,19.14018,161.233356748645,0.742624744212756,0.9249003,1.168372,2.04069
0.004716692,18.64341,17.80813,17.48052,17.31953,17.31941,178.765254290172,-3.50346228081646,0.5818582,3.249967,7.614504
0.004978012,17.28135,16.45527,16.19455,16.10308,15.96306,180.197654840552,-3.42009829540083,0.587818,3.667861,9.593163
0.004649952,18.26412,17.98904,18.02154,18.44994,18.42338,179.301609849874,-2.68647147049592,0.6672643,3.568824,12.53329
0.005150354,18.11231,16.51598,16.0304,15.71568,15.68495,179.792885401741,-2.59096907426406,0.4427175,10.68882,23.51827
0.005245072,17.67416,16.5195,16.04645,15.77591,15.58325,177.303290192471,-3.65958242891131,0.2417171,5.917565,12.81185
0.004854618,16.7773,15.84863,15.56157,15.4149,15.30425,178.531546433983,-3.6823500429284,0.4938356,4.137758,10.28999
0.004612013,16.34327,16.26358,16.48753,16.85565,16.32308,196.133537092806,-3.58834810949713,0.571191,8.007029,30.91203
0.004689927,20.76844,20.07835,20.01667,20.21985,20.58352,196.109713252607,-3.58458488382863,0.4352942,1.022453,1.756672
0.00483095,17.3593,16.60401,16.37924,16.33871,16.3649,178.369386644014,-3.22975963195286,0.7378826,5.014969,11.29878
0.004816223,18.58208,17.75064,17.44221,17.28686,17.37145,178.451239863005,-3.21853245064411,0.5336079,4.037867,9.295118
0.005139465,17.99059,17.02812,16.79824,16.77123,16.83747,177.044273021793,-1.98913646732723,0.6000084,5.859564,11.3056
0.004603982,18.39691,17.74925,17.58678,17.67872,17.4281,195.253059378038,-1.97617210093603,0.7343061,5.84259,11.64343
0.004920802,16.44808,15.43575,15.03161,14.86431,14.85377,195.26529497683,-1.95339101366631,0.3790395,10.8955,23.98306
0.004930366,21.66316,21.46426,21.19345,21.45524,21.51567,195.263984004728,-1.95435989908815,0.7704523,0.8325775,1.393712
0.004916235,20.7938,20.22367,19.97111,20.036,20.36104,181.084447027761,-1.53027695767187,0.772132,1.344571,2.122258
0.004513973,17.95771,16.93234,16.46544,16.2755,16.11646,184.957929222695,64.0901062151043,0.552711,4.105038,10.90418
0.00489969,18.55729,17.13407,16.72671,16.55105,16.25861,177.419616626371,65.9289922146812,0.7131904,8.148535,15.63531
0.004484169,16.83352,15.85058,15.4834,15.29334,15.27839,145.845722086484,58.5246502517159,0.4788811,7.183022,15.20404
0.004496707,15.03046,14.05454,13.45047,13.266,13.15777,145.756871139862,58.9735927207399,0.6603865,25.34785,70.11005
0.005450966,18.80559,17.74277,17.45001,17.28547,17.32139,148.304106820815,60.3122726845717,0.5684931,3.704681,8.595094
0.00474944,17.47378,16.37158,16.04229,15.84861,15.71912,181.444707224029,66.7445283970342,0.5933076,9.202201,19.28635
0.005285211,17.8521,16.84105,16.46278,16.31688,16.24333,138.513239996727,60.238030156877,0.3955384,4.642368,10.82461
0.004825051,19.0743,18.09713,17.82524,17.64647,17.60775,191.6842546951,66.4658178439382,0.7247018,2.843236,7.222428
0.005248151,18.22266,16.82817,16.22835,15.96261,15.80312,137.248680222372,60.0627796118146,0.3641516,9.83117,20.25021
0.005367113,16.49959,15.14568,14.62737,14.39339,14.27211,185.115258727934,1.46975879422035,0.1588641,11.63573,29.02133
0.004662245,14.71454,13.78692,13.36082,13.16439,13.03544,215.863110864662,1.726272229958,0.4627633,13.584,28.61539
0.004936699,16.52093,15.4315,15.01193,14.76037,14.64462,221.128205015033,1.52192960201666,0.7559018,8.784925,24.63261
0.004492924,14.14271,12.41984,11.53538,11.0755,10.77548,225.001658226326,1.89132744148749,0.5378721,23.2513,57.78238
0.004475516,18.78546,17.50883,16.89435,16.60467,16.52947,225.316222409429,1.77350252179447,0.4230582,6.834255,16.04844
0.004871002,18.98836,18.86418,18.93117,19.01131,21.05283,187.013294710836,2.91380919235319,0.3650445,3.911213,10.31188
0.005093563,19.94331,18.31088,17.73129,17.41902,17.4406,222.749423866974,2.33789575207681,0.7808962,4.545498,11.6772
0.005209877,19.36919,17.88938,17.19033,16.88211,16.79181,224.670366956917,2.33986308531058,0.9475784,5.115323,11.45658
0.005231817,20.52846,19.39448,24.80204,24.36181,22.82691,226.368739240638,2.10718758427839,0.4805878,3.924171,4.297132
0.005095138,15.79144,14.92708,14.59147,14.47875,14.35932,218.188102238689,2.91502098989484,0.6720455,9.950707,24.10416
0.005294307,17.24269,16.75549,16.67301,16.56183,16.50544,174.754678676854,1.33656343747679,0.5915702,3.351579,7.286404
0.005390226,18.69583,17.75081,17.61711,17.66363,17.73599,184.696459391789,1.38177920441423,0.3662338,4.924948,10.76331
0.005189899,14.45617,12.80423,11.95065,11.50464,11.16861,221.101864159749,1.67977765268782,0.6369769,19.44644,46.5271
0.005404205,15.9768,14.88559,14.62882,14.49297,15.31368,170.061253773539,2.5224666861458,0.3501236,17.97128,32.02642
0.005435414,24.23589,21.16074,20.58771,20.43513,19.93528,170.065233986321,2.52525398197311,0.811034,0.6925353,1.125564
0.004481844,21.08183,19.62137,19.11413,18.91428,18.79086,181.903281488408,2.69233728870105,0.316728,0.7018766,1.22774
0.005439694,20.95547,19.99703,20.14853,19.80943,19.86363,187.555751907264,2.6251506436432,0.9348787,1.145534,1.590402
0.005379031,16.29216,16.08169,15.75442,16.0945,15.73875,220.243995869235,2.18398523503081,0.4748054,9.741224,22.92896
0.005348514,17.45281,16.46241,16.04481,15.85286,15.73711,220.691571326133,2.12391255469567,0.3903053,4.593686,11.76651
0.004645851,15.63228,14.50559,14.11687,13.7126,13.73176,171.101040699067,3.32510850572909,0.4648422,17.63389,32.96749
0.004554411,16.56479,15.80814,15.52855,15.3333,15.58884,171.103422327084,3.31405800407041,0.3279918,12.46387,28.0711
0.004718135,16.01375,14.12653,13.32684,12.85833,12.45178,186.493179759267,3.43027068360392,0.2153568,25.42806,57.93969
0.00527957,14.26815,12.68597,12.02077,11.66725,11.45421,215.233199347827,3.23802785439103,0.4643817,11.24862,33.32047
0.005210581,18.60001,28.04461,17.73007,17.61535,16.81278,219.766499399982,2.94705181314998,0.8501745,11.13059,21.09256
0.005351946,17.17067,15.724,15.53739,15.42704,15.78736,219.768901801427,2.94971248839191,0.706494,12.30129,22.82873
0.005101382,18.92319,18.28028,17.87933,17.73873,17.57017,217.970762613762,3.38008109769525,0.5950132,4.460793,9.265864
0.00536288,14.94407,14.13713,13.69054,13.47451,13.22889,219.575525138847,3.41035861470745,0.751671,6.687413,13.91796
0.005286029,17.2462,16.33896,16.01092,15.84503,15.73143,219.814350506838,3.27264764581637,0.5405357,5.277031,12.37806
