redshift,u,g,r,i,z,ra,dec,expAB_r,petroR50_r,petroR90_r
0.008442114,18.3052,17.034,16.6165,16.39051,16.99251,157.115397922498,63.1457919083385,0.567939,11.2301,21.69735
0.008331562,17.59734,17.00164,16.54228,16.27293,16.06948,185.861045731281,65.9852353747054,0.5760074,6.57104,12.83008
0.008234216,18.05831,17.11165,17.02395,16.99919,16.96364,134.670800191761,2.19352184590266,0.2572335,4.600194,10.65193
0.004385258,15.2669,14.26015,13.8212,13.5899,13.4497,153.380396815364,3.37501196706697,0.4500047,15.94731,35.95852
0.004030576,18.04519,17.17681,16.79136,16.6188,16.48881,154.245860859118,3.70978451501713,0.6188294,6.136253,13.63064
0.008474485,15.64553,14.71964,14.33417,14.22179,14.23684,168.30211887261,5.19634755773051,0.9380096,12.77639,24.03805
0.008255104,15.85478,14.05451,13.28289,12.88058,12.61045,184.84254506192,5.37640127435169,0.4785637,5.37934,17.09726
0.008034428,18.77881,17.19773,16.52402,16.17878,16.05947,185.016626804783,5.41463515014007,0.7917693,5.752443,12.94229
0.008486419,16.60141,15.0349,14.29499,13.93166,13.73584,184.528351345826,5.68451663284867,0.7689323,9.085208,20.39811
0.008582771,17.53634,16.09099,15.41096,15.08108,14.90211,184.678730882102,5.78889159354972,0.7533635,7.115708,19.11753
0.008088412,15.50354,13.92222,13.22945,12.85677,12.62657,185.404032529114,5.76580176177733,0.6609369,11.01901,32.00474
0.008451421,17.56532,16.51703,16.02162,15.77422,15.5896,178.275397371426,6.15397003116404,0.1693719,4.663963,12.07165
0.008250836,18.74295,17.16026,16.51354,16.19418,16.03328,184.436498305797,6.08268550918668,0.8607289,5.282008,12.38473
0.006538264,14.89614,13.38005,12.59494,12.22351,12.04631,190.049713970407,8.38373768449988,0.7349232,17.12432,42.16211
0.006193712,19.36326,18.19534,17.78546,17.60125,17.4408,185.128858194885,6.63994001850458,0.5942563,2.58651,6.502512
0.005832597,17.51561,15.67711,14.96113,14.62827,14.47882,188.360415440377,6.61659152889042,0.8156717,11.23932,24.12135
0.005722487,17.50421,16.65833,16.39303,16.30831,16.21514,190.330521053761,6.52329274259135,0.4279486,7.258104,15.83476
0.005909631,16.17571,14.60439,14.11653,13.88231,13.88359,189.586734888765,7.89130130975248,0.1618037,17.19488,44.20367
0.005971821,17.66389,17.08009,16.83751,16.92977,16.93811,209.834115894681,39.6694763713038,0.7974296,3.068473,8.60732
0.006218887,17.20467,16.56387,16.40988,16.38512,16.38623,222.462934726094,36.417093694464,0.3877118,4.511314,10.31841
0.00627382,17.40878,16.70748,16.50799,16.41618,16.31654,222.453144288772,36.3965195353305,0.522651,6.042548,11.34243
0.006428085,17.61168,16.71492,16.31977,16.08641,15.93776,239.153531962384,6.19405734652454,0.5696917,10.46352,18.44307
0.005855578,18.89442,17.68833,17.29949,17.34742,17.11347,240.451508611617,6.83848718897195,0.3552919,6.116264,13.36817
0.006330949,16.4583,15.22398,14.76734,14.58002,14.57695,231.523176710398,9.20416008306973,0.2123708,12.23987,30.92091
0.006407637,15.76127,14.78554,14.41318,14.27151,14.04266,172.639035366096,38.24071121398,0.5925534,6.242236,20.00895
0.006313737,18.90909,18.00498,17.65511,17.61331,17.7315,169.34838920674,38.6216788334275,0.5349416,4.34985,8.662581
0.006500197,17.82256,16.27657,15.62102,15.28181,15.06456,171.756922936676,38.9304257091256,0.3701513,6.72733,18.2671
0.006458683,17.80748,16.74969,16.41978,16.22429,16.20577,171.092108871218,39.2457220438893,0.5816403,9.902467,23.43165
0.006417445,17.47168,15.88098,15.25115,14.93002,14.77813,172.64714804516,39.4166681085919,0.4150599,9.048496,18.97933
0.006287708,16.87823,15.46541,15.02561,14.82693,14.80794,213.765445465393,36.4572693574345,0.8087954,14.58012,25.16118
0.005558662,18.63021,17.95613,17.67933,17.58201,17.5405,224.536644394341,6.74654367915481,0.5505229,4.276044,9.049792
0.005592118,16.69181,15.72777,15.35959,15.18974,15.06429,224.657724869671,6.77514953342016,0.7699108,5.952433,14.22552
0.006258573,16.20209,14.60102,13.99804,13.67715,13.68451,185.078198433542,9.54531584344321,0.6673753,11.65929,26.97469
0.006283612,17.11433,15.8722,15.39501,15.18208,15.09797,189.916983316556,9.39888938173153,0.5432638,8.844556,19.89224
0.006095724,18.20438,17.14044,16.79115,16.65045,16.5542,193.509072972858,9.44743867900547,0.3184921,5.268296,11.89729
0.00646033,17.19682,16.45065,16.25633,16.20954,16.11887,194.4021471141,9.31281419161103,0.76912,2.81041,6.698748
0.005841841,17.70919,16.02458,15.40079,15.13016,15.07582,188.149437711266,9.88618530107745,0.337783,9.976306,23.46796
0.006030148,16.51129,14.80781,14.17265,13.88766,13.728,187.051300167522,10.2976243146867,0.7156719,20.51816,57.83351
0.006121229,14.92874,13.39507,12.75644,12.43762,12.19261,187.54302923925,10.7794901323181,0.5809602,15.87349,42.80044
0.005872922,18.1805,17.17081,16.83218,16.67767,16.55257,222.886736525415,8.59996260499482,0.827638,3.05607,5.730851
0.006476847,18.87251,17.99101,17.7043,17.60433,17.58549,232.888872554832,6.02534078320139,0.5098557,4.314976,9.780485
0.005913496,17.01758,16.09615,15.80921,15.71349,15.62145,220.329924916346,7.79299117376422,0.6242629,4.636699,10.87866
0.005710567,17.81061,16.57525,16.17047,15.96855,15.80071,219.255355171926,8.31790601356234,0.7559216,4.021005,9.214222
0.005996648,22.11705,20.60677,20.26937,20.4018,22.32072,239.060134968839,6.09817031607214,0.9439132,1.032818,1.561369
0.006039645,18.36953,16.98684,16.65182,16.79083,16.026,231.047741487159,7.48814841713675,0.2008213,6.806603,14.41595
0.005883045,17.07077,16.12929,15.8212,15.63534,15.54276,219.801870606486,9.13495595618264,0.588405,6.601889,15.02429
0.005834992,16.42097,15.41189,15.11375,14.89236,14.78607,241.670812873892,6.58089053896272,0.617408,5.157286,12.80022
0.00566428,18.86964,17.92459,17.73157,18.10486,17.43892,222.143441044232,5.43119691398962,0.8154747,3.501797,8.470593
0.006206822,19.11569,18.08144,17.51823,17.3708,17.20175,236.602399184003,4.48905163591178,0.5619497,3.180711,7.959223
0.006355449,15.3519,13.67648,12.94959,12.54443,12.32439,212.563448783939,48.5461224629242,0.7626171,11.86712,37.8494
0.006169104,19.81623,18.19722,17.73637,17.52123,18.41723,210.208296621663,49.5166212919894,0.9827861,5.618903,12.28884
0.006369552,16.15179,15.14802,14.75867,14.57007,14.38442,210.753370263457,50.0121325903417,0.786561,3.587309,10.11371
0.006302911,17.87942,16.9812,16.71562,16.69527,16.7195,211.407774715036,50.7064801969974,0.8596432,3.863633,9.851451
0.006315789,20.79509,19.86502,19.53591,19.44288,19.12688,212.861530203523,50.2090969666376,0.7023352,0.895323,1.449482
0.006043686,17.349,16.19248,15.54495,15.24174,14.91352,213.131331474351,50.2404551062588,0.5435873,4.165252,10.32458
0.006046721,17.30417,16.45173,16.08684,15.95682,15.8293,207.879521504308,39.4547123523857,0.7342711,3.412949,9.138286
0.006329875,18.11598,17.21636,17.01831,16.99427,16.96441,228.264286246689,32.918280427807,0.5258003,9.854626,18.36802
0.005626099,17.33929,15.87659,15.51313,15.3913,15.49063,208.909188590263,39.7162494058982,0.3944179,10.18163,21.65624
0.005873139,15.19235,14.26981,13.8473,13.61974,13.40247,233.815952934402,30.8642439841022,0.4500034,6.36736,13.9187
0.005838799,16.54271,15.5645,15.11999,14.93063,14.83167,234.078784829851,30.7258001048838,0.8939988,6.259396,15.04843
0.006410502,18.91311,17.69372,17.09953,16.82386,16.5488,208.86556270163,39.979812936226,0.2575229,4.883802,13.39996
0.006189112,17.14096,16.0664,15.78404,15.64602,15.54567,233.686945039236,31.0533566153093,0.8076398,9.252483,22.32337
0.006398535,19.27907,18.59566,18.27524,18.21052,17.99031,233.821739649991,30.8639814896713,0.9391751,0.7603195,1.358676
0.006308075,17.00558,16.28514,16.1429,16.19217,16.11793,236.274779909127,35.8908099748883,0.3810918,4.391972,11.76572
0.006070521,15.99388,14.51618,13.85583,13.51728,13.36868,191.335109106817,13.6926519364888,0.7374743,13.80297,35.23567
0.005894653,18.08729,17.07096,16.65751,16.59402,16.36057,184.517799383338,14.7530018587786,0.7731022,5.665221,11.40381
0.005566211,14.95305,13.24557,12.46424,12.07808,11.80205,187.18024925391,14.9995196698191,0.5071393,15.5793,33.24531
0.006071174,16.76781,15.03432,14.49433,14.26209,14.23389,185.75718701264,15.9055641833418,0.6258569,11.44936,24.43151
0.005730487,16.05086,14.53778,13.88437,13.52167,13.33939,186.82056196004,16.0244586043716,0.6385331,8.284083,22.45038
0.005687736,15.8167,14.28306,13.68271,13.33263,13.097,190.081973961098,15.935232398385,0.7574874,7.115971,18.9163
0.006016284,17.6623,16.83557,16.49103,16.37551,16.14785,223.181312636542,11.6722189672625,0.248202,7.267912,16.29686
0.006405185,18.4499,17.91927,17.45521,17.32451,17.55034,218.78374449256,13.1491074784421,0.6971387,5.580677,11.86893
0.005911055,15.83151,14.81991,14.24091,14.46854,14.58311,218.916729795953,13.1700584926381,0.3418738,20.66099,52.45501
0.006220111,20.56739,20.03829,22.95854,19.90486,20.25067,218.909819174552,13.1613529973161,0.05,0.2960369,0.4493628
0.006020412,17.1801,16.06931,15.70981,15.66427,15.41362,219.170640243979,11.5769306629586,0.4499874,10.74601,19.95376
0.005932637,17.96635,17.12828,17.00032,17.08927,16.9653,222.594300717861,11.4039326495582,0.5776579,3.150867,10.03965
0.006122976,15.40501,14.2693,13.86209,13.63007,13.54289,218.888657348646,12.9082465535196,0.2813952,14.37237,37.15678
0.005938118,15.63537,13.87578,13.21108,12.8995,12.65602,222.177392301472,12.4572220256818,0.8287691,8.347511,27.54781
0.006007117,16.64709,15.74645,15.53797,15.47709,15.37407,221.868498266591,12.7649949671565,0.6359113,4.090996,9.663896
0.005725069,18.16742,17.59198,17.46275,17.53522,17.48885,239.256482972425,30.091393245224,0.6825595,3.156893,8.317913
0.005671795,16.57941,15.45622,15.08774,14.88502,14.7146,222.245835628888,33.193144216558,0.9195549,6.954834,16.91111
0.005558485,17.95036,17.11134,16.86843,16.71735,16.6949,221.334321286685,34.330037913804,0.6401594,4.291019,9.764308
0.00653076,18.3766,17.31986,16.94781,16.84384,16.73177,217.255363413872,31.6612456926528,0.7409504,6.118362,13.02581
0.005769746,16.83268,15.38871,15.03683,14.81879,16.26004,224.403444495848,29.9657506365325,0.7584243,13.26229,26.24736
0.005771811,15.25334,13.6261,12.92878,12.55159,12.45412,140.084943831493,64.1029722014086,0.8565064,28.77624,63.36689
0.005735983,15.68261,15.37523,15.15823,15.10381,15.05286,140.081100508529,64.0806208106957,0.7588544,38.82124,69.81839
0.005665092,18.17833,18.02749,18.07589,19.22173,18.39078,140.108616966895,64.0709308461248,0.6348236,1.189203,2.716987
0.005625603,18.26272,17.68914,17.76708,18.02138,18.10186,140.161385727331,64.0758651049919,0.1610266,4.095294,9.75441
0.00566199,20.51349,20.54552,19.99758,20.71731,20.58172,140.122695306352,64.0967263749422,0.6880249,0.7096518,1.346254
0.005953764,17.70468,17.01708,16.83582,16.8515,16.78901,340.30886495574,-0.620854386728136,0.4577253,4.413159,10.90611
0.005905592,16.93535,16.24727,15.99327,15.83547,15.77473,340.310156254532,-0.617873852786732,0.4670191,5.983757,14.68894
0.004818688,17.83577,17.24146,17.12455,17.46087,26.16899,180.28325793111,14.1182333746592,0.2999682,7.055499,15.12261
0.00517429,14.28411,12.35552,11.6434,11.26811,11.0568,186.760570042241,15.4614848414081,0.4807312,21.10733,54.67371
0.004772353,16.78098,15.82889,15.56885,15.41901,15.362,150.44952073738,36.4987079615093,0.293595,9.346484,20.2526
0.005124618,18.49276,17.51981,17.20879,17.07089,16.96054,145.90889682813,35.2021823844539,0.632831,3.475075,8.105277
0.004862479,17.22219,16.4527,16.26478,16.20907,16.12867,150.279130238227,36.922695681053,0.2984967,5.394277,11.52923
0.005443715,17.67589,16.64604,16.37237,15.73886,17.11445,163.23931069594,40.3784408445725,0.8962613,7.643645,17.97834
0.004856812,17.14849,16.3872,16.12546,16.05907,15.95343,171.55388044789,57.3534852280561,0.7622845,2.931226,7.18452
0.005235375,16.28289,15.38258,15.03564,14.79307,14.73965,173.016366128341,57.4392772033148,0.6020106,14.25867,37.04303
0.004738076,18.15418,17.27661,16.98155,16.8227,16.66383,173.155996364223,47.449628736106,0.7689359,3.832038,10.87801
0.004920064,18.57396,17.35648,17.04852,16.86345,16.87861,173.282485407307,47.4587275868862,0.7654826,6.027161,13.26994
0.004815124,16.93906,15.228,14.76983,14.59149,14.56558,203.927970347307,45.9294079324785,0.6717476,14.88736,28.76494
0.005222816,16.33815,15.5548,15.31594,15.19166,15.11731,143.429419756861,33.6002979324004,0.4421479,4.022236,10.88521
0.00522126,18.84568,17.90498,17.62586,17.53977,17.46884,151.122580969326,36.947944841133,0.6377378,4.71231,9.408798
0.004893033,17.36892,16.57566,16.29366,16.21989,16.24866,150.309990895454,37.0709423509862,0.7122349,4.053084,8.831695
0.005279928,17.79955,17.27241,17.6248,18.05432,22.55939,150.425487099442,37.2453677895308,0.7824879,2.154089,5.215182
0.005129862,16.67028,15.36712,14.7826,14.50813,14.32606,211.179140651365,55.4352035222143,0.6636328,4.903511,13.46174
0.005481231,18.86598,18.06599,17.63765,17.45428,17.45791,212.450351284696,55.6553425755685,0.7199305,4.803392,11.50772
0.00517358,15.60254,13.98132,13.2904,12.91669,12.563,171.893154439888,56.8720580868311,0.3864933,25.91069,63.98442
0.005020035,14.2442,12.78433,12.04963,11.73136,11.54072,206.602860888877,46.1070103887268,0.3079833,31.91764,82.6077
0.005188953,16.43534,15.11542,14.68616,14.44768,14.34076,167.347063396214,10.8340590548251,0.8907496,11.97135,19.30491
0.005283928,14.30587,13.36144,12.93143,12.68168,12.50562,167.483077788308,10.7207542028121,0.4910894,12.75418,26.17067
0.005465311,16.34721,15.64314,15.60751,15.4527,15.48276,167.485792046598,10.7244003799649,0.3882914,12.69655,27.15381
0.004949862,18.57785,17.14278,16.5034,16.19135,16.10119,187.41041285322,11.2989724532361,0.8751453,7.422037,15.1376
0.005016531,15.97673,14.32215,13.56031,13.14909,12.94406,188.097449529626,11.2629644635371,0.9543207,9.162902,22.55517
0.004826369,17.41769,15.94502,15.32229,15.01007,14.80458,185.270016385363,11.7546009139002,0.7786457,9.030708,20.16555
0.004924574,17.71029,16.29725,15.71678,15.40715,15.1903,187.078086776234,11.7002914349908,0.9381438,10.41724,20.36038
0.00524099,18.3886,17.45615,17.16705,17.03177,17.01039,170.597499225682,11.7939348107081,0.5224661,3.697941,9.383265
0.005164177,16.51405,14.36275,13.77252,13.43783,13.23178,166.763963328283,12.060028833788,0.2999211,11.10266,28.23791
0.004720885,17.59152,15.65646,14.89957,14.49125,14.2168,187.242250638528,12.6617419906665,0.9331086,4.269611,11.9123
0.00524275,16.07191,14.90922,14.46695,14.28707,14.11084,170.577319201438,13.0650529129056,0.1629962,11.92881,29.29441
0.005383598,15.7504,14.1761,13.48149,13.15242,12.86008,188.465079060045,13.3224490195736,0.8373943,8.815025,24.66512
0.004545377,14.55514,12.89407,12.24017,11.91539,11.76888,195.044049217521,12.4833103275205,0.7267591,23.045,55.05233
0.00520503,17.32263,15.68002,14.97501,14.62373,14.52868,190.055751053219,12.8747798772898,0.7222072,8.965932,19.53953
0.005399057,16.39852,15.51903,15.21335,15.11459,15.01262,214.856924374035,39.857630120053,0.5138607,3.977764,11.73782
0.004900164,15.59515,14.538,14.1354,14.08185,13.83671,216.337597490029,39.5395807181054,0.1613726,29.25586,72.08013
0.005483237,18.69049,17.49781,17.11892,16.88832,16.87165,145.122385375135,36.9121521712747,0.81692,5.795456,13.13973
0.004469758,24.63466,22.46997,22.46856,21.96974,21.35932,153.24925751561,39.7714064821948,0.065377,0.6451377,1.072482
0.005195568,18.18559,17.12405,16.69631,16.52394,16.3891,164.828934992338,42.5898095763806,0.5072185,3.854124,10.51864
0.004564608,22.14265,23.08497,22.04172,21.51664,22.56786,209.456115486774,42.2248114482623,0.647991,0.813821,1.369684
0.004438929,17.22313,15.54336,15.06684,14.89054,15.17799,140.248720744514,11.0589957896198,0.6627532,7.881214,16.78297
0.004527943,14.81371,13.13193,12.40989,12.02232,11.77759,166.633760746077,11.3854282263245,0.4819834,8.924417,27.9409
0.00477051,17.06086,15.56168,14.90003,14.549,14.36447,184.331882846896,11.9434722208649,0.7953535,8.570269,20.71225
0.004672173,16.3879,15.30359,14.8079,14.61241,14.45195,218.086641855095,9.93351887274094,0.8442027,6.991935,17.3817
0.004588975,15.22566,13.78839,13.21027,12.92089,12.79011,218.183107025836,9.89170101413532,0.7172135,17.54688,53.51708
0.004750765,17.4595,17.37716,17.33699,17.87355,17.98409,218.201572903226,9.91633184005259,0.5711438,3.025434,9.748549
0.004634452,15.70824,13.7784,12.89035,12.40532,11.97791,158.678311940127,11.1973667025976,0.1610108,21.21025,50.82162
0.005122008,17.58766,15.87722,15.49536,15.15149,15.11984,158.671862009563,11.2067581261952,0.1726319,14.56809,31.80168
0.00470485,16.76163,14.82526,14.13059,13.822,13.67377,186.696097203549,12.4539779677652,0.812373,15.92173,37.46987
0.005162631,17.50611,16.68123,16.35493,16.22345,16.16215,170.711127734364,12.3448919748559,0.6390199,4.060423,9.649109
0.005070778,15.4098,13.74814,13.09877,12.72181,12.59122,185.517110913294,12.7874862829386,0.7794034,15.29574,38.18811
0.005030092,17.55772,16.11192,15.4266,15.09601,15.063,188.528079260845,12.7415978498836,0.9613789,11.66106,24.97613
0.00543042,18.19018,16.17505,15.51611,15.1945,15.12404,184.469469079719,13.1766579136696,0.7586631,11.33966,27.13858
0.004960725,17.04766,15.73961,15.24885,14.97603,14.85863,192.923042397779,13.0949574948859,0.7729165,9.56673,20.53119
0.004539178,15.47434,14.07384,13.46013,13.11499,12.89305,242.071909348766,7.53863501818362,0.2335288,23.38986,52.49276
0.004641557,21.25547,17.26292,16.66925,16.38253,16.52855,184.360634922649,13.7370316371504,0.9128603,3.383606,5.4797
0.004896891,17.63099,16.69971,16.46101,16.34579,16.24884,164.07293660126,41.6008601768141,0.2499784,7.865063,17.12125
0.005223924,18.23249,17.28103,17.10839,16.9991,16.98922,172.101146168484,6.11784864668969,0.5758884,6.806182,12.14818
0.005167637,19.36543,17.74892,17.10705,16.80661,16.61851,184.868767035718,6.27294796171081,0.2697931,4.209898,10.37349
0.004828318,14.60154,13.23693,12.65223,12.32641,12.20198,186.860028813607,6.26276811931841,0.702791,22.98637,51.99463
0.005354296,15.75978,14.71978,14.27476,14.03467,13.93919,188.878531288173,6.33401544408449,0.7182312,11.81427,30.8926
0.005162012,16.2196,15.05072,14.58621,14.33243,14.37116,185.719962523329,6.67981697904851,0.3221476,9.676538,23.70695
0.005001361,17.28426,16.57301,16.22943,16.10748,15.96566,186.589714413138,6.66964307944259,0.9124087,3.666306,9.525084
0.00470588,15.31647,14.0345,13.42477,13.11601,12.91842,185.952168042294,7.18683081716319,0.5452265,18.25525,40.14566
0.005029624,18.17869,16.85303,16.22388,16.18932,15.52796,187.697046342524,7.60544404812609,0.8975114,10.0768,24.37161
0.004670391,17.55851,16.11151,15.46178,15.1546,15.00314,184.3705739773,8.53278916340737,0.4965928,8.732924,20.00263
0.004778706,18.00986,16.52651,15.90096,15.56097,15.39681,186.791287132397,8.38995666069694,0.6655086,7.203973,17.26631
0.004942095,16.08362,15.3702,14.84798,14.79072,14.53649,191.51838137277,8.47646356029708,0.9271864,6.214602,16.11745
0.005201229,17.83301,16.02837,15.34715,15.04425,14.98515,187.127004919986,7.32474576075287,0.6783859,11.28017,23.06586
0.005128838,15.66403,14.14865,13.51894,13.21978,13.06838,184.712075434844,7.86197193161612,0.9348655,15.08146,32.43167
0.005160753,19.14644,17.50099,16.86861,16.60965,16.53537,186.411799588413,7.73236388920513,0.6928491,5.463181,11.49125
0.004676598,20.1938,19.19408,18.76382,18.67473,18.85023,186.693138133379,7.91428388939628,0.5957443,1.189224,1.91721
0.005150929,16.95037,15.28958,14.60981,14.25219,14.12646,187.311040988988,7.8775281899401,0.9662204,11.95335,28.18931
0.004479381,17.52843,16.54626,16.14243,15.95114,15.94401,188.194913824716,7.79903874307493,0.5108545,8.229763,17.91343
0.005414103,16.75606,15.35786,14.72934,14.41115,14.24576,193.265559819549,7.68325665698578,0.8314715,11.50727,25.10647
0.004690527,17.97482,16.71367,16.0767,15.79281,15.59978,193.766821195995,7.72137051970899,0.3999865,10.2813,19.50628
0.004597125,17.45547,17.32288,17.17505,17.16434,18.66656,185.655943949106,8.29445629539692,0.6957804,3.060886,5.427181
0.005225013,19.13076,17.78874,17.44082,17.38137,17.52006,172.719338937268,42.9393483660149,0.7441402,5.343683,10.97748
0.005219359,18.83327,17.78663,17.48392,17.34005,17.30875,239.981085033191,6.88408479075531,0.4255607,4.546422,9.459414
0.005878035,16.88695,15.06129,14.47002,14.26583,14.23097,340.391149480034,0.400754620533406,0.7431924,22.52435,47.83978
0.006399863,16.51316,15.8386,15.69751,15.69015,15.64343,21.694157737679,-0.64614851502302,0.6778191,4.197745,9.468086
0.006474735,21.15328,21.13471,20.75764,21.07079,20.88917,21.6921298922886,-0.644167701127273,0.899936,0.7171439,1.286231
0.006106557,23.02663,22.01647,21.46438,21.91656,21.90408,141.652655914803,67.4112441013064,0.5130692,0.8003763,1.361964
0.005587864,18.55877,17.5123,17.04347,16.88433,16.68156,139.399914550011,65.3764274669661,0.5616975,4.571259,10.94171
0.005640766,18.34779,17.15143,16.63461,16.42697,16.24839,141.465539575046,66.169001083785,0.608096,6.717117,14.13579
0.006531868,24.48178,25.16487,24.82255,19.43658,18.46364,124.950232368325,21.2355617952822,0.06899589,-9999,-9999
0.006545085,18.61251,17.24629,16.94273,16.65379,16.78522,123.012189498478,22.6741954737108,0.5000114,6.578284,11.99234
0.005590185,16.11061,14.53781,13.84348,13.562,13.67858,182.342732152762,13.9924094315323,0.8411769,17.94053,34.98441
0.006258521,17.00398,15.57925,15.03134,14.7238,14.6692,187.751096482092,15.7307845229858,0.3718923,9.764767,22.08611
0.005788414,14.18746,12.74907,12.09605,11.74271,11.5323,186.529777870449,16.1810013211992,0.683682,16.5053,36.07075
0.005834798,21.55717,21.30285,21.68751,21.28995,21.39558,168.428616892202,35.4840196297858,0.917022,0.8021827,1.384755
0.006464974,16.19913,14.93464,14.43332,14.15704,14.03464,169.417719995744,38.0525799622135,0.4200964,8.260596,21.14356
0.00620047,17.252,15.78671,15.13331,14.7934,14.75875,170.756705401483,38.5199715836523,0.4691019,8.584848,21.0152
0.006322867,16.13159,15.31882,14.90747,14.71747,14.56348,138.885227519167,30.1400738542438,0.7384466,3.285204,9.671021
0.006415232,22.05523,23.04987,20.73665,20.8805,19.48164,170.383569322028,39.2995781214342,0.7715851,0.6453449,1.047633
0.005673357,15.62453,14.88065,14.5731,14.45908,14.35927,158.844670271344,37.6716556218064,0.5833905,5.229061,14.44336
0.006491391,18.08273,17.22928,16.82168,16.66291,16.53678,170.779015753021,39.9567120135613,0.3519176,5.56064,13.87339
0.006255874,18.30663,17.35282,16.8996,16.7145,16.61599,171.116122778512,39.8141950328471,0.7480121,5.837365,14.04286
0.00628239,18.318,16.47787,15.97474,15.79018,15.77418,138.861778409612,31.4015074907275,0.2378813,12.40535,32.7289
0.006446681,17.59126,16.32615,15.85592,15.63598,15.54018,170.402554073469,40.1560982219109,0.6408722,7.935252,18.1249
0.006497693,16.04844,15.15098,14.79934,14.68173,14.55284,172.615225065917,36.7373223099015,0.6068694,4.469577,12.66945
0.006435208,18.60353,17.85542,17.72781,17.74616,17.68587,170.444475899475,37.7392248406708,0.8058365,4.126536,7.540116
0.006327875,17.9923,17.17779,16.92964,16.8736,16.74943,134.502591707696,25.6978924011806,0.5229162,3.564923,8.616612
0.006509746,18.10981,17.25208,16.91078,16.76798,16.67591,132.014811888206,25.3335898730674,0.4726855,4.909235,11.15295
0.005815134,17.60383,16.32493,15.97152,15.76764,15.80738,223.750678792407,30.8247661336135,0.5560763,9.649497,19.71453
0.005953763,18.02574,16.53237,16.06012,15.91699,16.01869,223.686255755283,31.1455524553446,0.7864711,12.84733,32.17672
0.006138125,16.8401,16.41255,16.28694,16.37754,16.37288,137.3329035659,33.1213011012609,0.7200446,7.040499,17.26413
0.00607566,18.88022,17.858,17.27864,17.1496,17.03741,138.301546996714,33.4445008520033,0.5930212,3.598705,9.779951
0.005601527,16.27577,15.57557,15.22985,15.10106,15.00821,139.194529512387,34.4367227355444,0.5764946,11.92654,25.35549
0.006092978,16.68274,15.32262,14.81357,14.55062,14.74409,141.14160998675,34.6594591487031,0.563046,13.34684,28.00396
0.006234488,18.00066,16.3345,15.69195,15.3797,15.15781,141.022041381905,34.6465641753486,0.7885026,8.785666,17.84338
0.006462457,18.16006,17.33615,17.16727,17.09436,17.01289,140.571363611023,27.6906920879002,0.7843332,2.086101,4.78833
0.006098411,16.67531,15.33993,15.04684,15.07368,14.80881,135.100540804154,25.614746439466,0.2075979,16.15157,41.12582
0.006387987,19.14511,18.03792,17.66154,17.49215,17.46525,140.011112717819,28.3492886249095,0.5727304,3.132751,6.644125
0.00555996,19.18666,18.20322,17.83115,17.69034,17.56641,162.33210732924,32.7306392284428,0.5137687,3.504383,8.603906
0.005580022,16.29127,15.19329,14.74796,14.53608,14.38026,162.564611073266,32.7681654461723,0.4310491,5.238454,14.56564
0.005593931,15.33974,14.98648,14.8056,15.19456,15.85661,163.057227308197,32.9556948960633,0.2906602,27.82146,54.27924
0.005558989,18.5976,17.83522,17.47329,17.31197,17.22567,163.443420161981,33.3681051326325,0.5798181,3.044972,7.426684
0.006541651,17.69168,16.30207,15.8778,15.70009,15.76891,167.76860686583,34.5697233837245,0.8961661,12.30391,23.16147
0.006244253,15.47657,14.36509,14.09496,13.92196,13.73016,172.9358407177,34.3334096583088,0.6915671,9.564666,27.56802
0.006185617,18.81398,17.49845,17.22374,17.00485,16.95685,173.4647499639,34.7511300287714,0.5198796,7.131298,16.65998
0.006279407,16.47808,15.40426,14.90392,14.71313,14.54672,172.780915644098,35.5897258779644,0.2762303,8.215551,21.47105
0.006510853,18.62428,17.70556,17.35838,17.19526,17.175,165.643810624919,32.2275360761904,0.2868665,3.495292,9.434933
0.006227322,15.85773,14.47505,14.01761,13.81297,13.91576,174.683370959989,33.8047678741802,0.2277178,16.03981,38.20239
0.005567467,18.28777,17.21901,16.97833,16.76151,16.80838,148.238996272502,29.310691126837,0.5634604,5.930878,12.10993
0.005684282,14.12963,13.12206,12.81205,12.60066,12.46014,162.479461749963,32.9908196750788,0.3082234,11.24925,38.01157
0.006129883,14.91498,13.89882,13.62807,13.50144,13.37571,164.942829195543,33.3918324421905,0.7257721,5.444875,12.39146
0.00579412,19.12098,18.00402,17.56778,17.31888,17.16619,234.271076928009,24.7789617417526,0.6123974,2.650134,6.463602
0.006090871,17.70082,16.58468,16.18057,15.93139,16.08051,164.060521413563,33.8126683772297,0.2771604,6.542808,15.84399
0.006091756,17.9468,16.99618,16.7412,16.63953,16.70963,190.834962421581,35.4423839557506,0.7776873,7.295724,19.19994
0.006074566,18.48089,17.76065,17.55666,17.46288,17.43032,225.279863399171,28.7608931624205,0.6563413,2.063341,4.602679
0.005547374,20.41941,19.92366,19.31219,19.59577,19.37108,161.958954330609,33.7328153782644,0.5837086,1.761063,3.539309
0.005766408,14.81409,13.81429,13.40801,13.21403,13.06757,163.283790412095,33.9103638288788,0.9282731,5.194976,11.90092
0.006215077,15.70744,14.73068,14.32308,14.12785,13.98862,163.410077387033,34.0331709585719,0.5196439,8.399903,18.8516
0.006164484,15.39663,14.38485,13.90149,13.73709,13.56014,173.164605394076,35.3283812022248,0.1856604,12.17241,36.06301
