objid,g,r,i,z,type,run,rerun,zNN,zNN_err,zRF,zRF_err
1237662662147704390,22.23868,20.85808,20.29222,19.84457,3,4002,301,0.352499,0.057853,0.266875,0.0903827
1237662662147768377,20.06405,19.44468,19.16684,18.94495,3,4002,301,0.046721,0.033782,0.0868563,0.0432629
1237662662147768400,17.75469,16.72703,15.85369,22.65938,3,4002,301,0.176631,0.083692,0.180451,0.0669247
1237662662147768415,19.91552,18.69846,18.17134,17.77711,3,4002,301,0.179725,0.045263,0.154335,0.0256087
1237662662147768416,21.17222,20.37472,20.24339,20.44927,3,4002,301,0.269474,0.210683,0.199753,0.162075
1237662662147768529,18.84643,18.01321,17.50462,17.18884,3,4002,301,0.11977,0.024024,0.126171,0.03
1237662662147768530,19.50452,18.72795,18.31051,18.03335,3,4002,301,0.130528,0.022452,0.123588,0.0288894
1237662662147768569,20.97891,20.31384,19.96033,19.89243,3,4002,301,0.1097,0.047449,0.124181,0.101634
1237662662147768641,19.0519,18.30876,17.83968,17.43933,3,4002,301,0.062629,0.025714,0.0713948,0.0324766
1237662662147768847,20.60976,19.41514,18.88995,18.49739,3,4002,301,0.234352,0.038129,0.205473,0.0595465
1237662662147768901,25.52534,20.92064,22.13191,19.0347,3,4002,301,0.244096,0.137923,0.110307,0.0991585
1237662662147768925,19.07332,18.48531,18.17934,17.83319,3,4002,301,0.073041,0.027526,0.0593287,0.0223018
1237662662147768929,20.23398,19.66144,19.57795,19.67061,3,4002,301,0.176743,0.063021,0.191896,0.0742634
1237662662147768977,22.08826,20.97098,20.49973,20.15777,3,4002,301,0.318465,0.085356,0.226192,0.101325
1237662662147769070,21.06859,20.47288,20.12989,19.86893,3,4002,301,0.048597,0.017888,0.056244,0.032328
1237662662147769121,21.85382,20.45935,19.95897,19.42235,3,4002,301,0.262512,0.048973,0.20592,0.0572804
1237662662147769150,21.02759,19.67938,19.10318,18.63502,3,4002,301,0.360431,0.078841,0.311172,0.0926375
1237662662147769215,21.56581,20.1468,19.55085,19.18495,3,4002,301,0.218874,0.0123,0.224745,0.0453581
1237662662147769243,21.86708,20.84225,20.44501,19.97654,3,4002,301,0.119446,0.014493,0.157451,0.0814944
1237662662147769245,21.07283,20.71902,20.73859,19.8714,3,4002,301,0.147538,0.133144,0.0408654,0.0208686
1237662662147769265,21.57002,20.31573,19.75261,19.48454,3,4002,301,0.244731,0.043265,0.250317,0.0679901
1237662662147769276,21.20081,20.47782,20.36674,20.19809,3,4002,301,0.206257,0.087936,0.244589,0.0919295
1237662662147769296,22.93539,20.79657,20.24491,19.82254,3,4002,301,0.347256,0.019016,0.336079,0.0752482
1237662662147769297,21.59497,20.06647,19.40408,19.07063,3,4002,301,0.272844,0.014908,0.264971,0.0675158
1237662662147769306,20.72106,20.30716,19.90762,19.70434,3,4002,301,0.068809,0.021622,0.0753464,0.044919
1237662662147769331,21.576,19.92356,19.21424,18.73501,3,4002,301,0.349963,0.043673,0.36784,0.0709685
1237662662147769342,21.84146,20.84547,20.51249,19.82065,3,4002,301,0.389113,0.147684,0.372506,0.143934
1237662662147769366,21.29182,19.66552,19.08914,18.64167,3,4002,301,0.284206,0.024625,0.293735,0.0471554
1237662662147769374,20.98842,19.82796,19.31833,18.85794,3,4002,301,0.280979,0.041119,0.204501,0.080403
1237662662147769413,20.66814,19.19326,18.52169,17.95455,3,4002,301,0.251912,0.05787,0.226687,0.0536022
1237662662147769429,21.60672,20.05005,19.41872,18.90005,3,4002,301,0.363792,0.081078,0.346177,0.109758
1237662662147769432,21.69648,20.6055,20.26843,19.88697,3,4002,301,0.129639,0.011677,0.140038,0.0439766
1237662662147769447,22.19296,20.63981,19.86269,19.40861,3,4002,301,0.419967,0.059443,0.428792,0.106202
1237662662147769472,21.42141,19.625,18.9546,18.45478,3,4002,301,0.374232,0.027326,0.362333,0.0548274
1237662662684180635,19.18794,18.0178,17.4163,17.15885,3,4002,301,0.184204,0.02391,0.185531,0.054049
1237662662684180636,21.94753,20.33311,19.81984,19.45606,3,4002,301,0.264955,0.015676,0.292255,0.0490039
1237662662684180672,20.95203,19.97445,19.54693,19.14634,3,4002,301,0.121884,0.017037,0.121477,0.0370089
1237662662684180889,18.85678,18.17685,17.81974,17.6031,3,4002,301,0.134409,0.028711,0.132318,0.0317532
1237662662684180906,19.11383,18.67579,18.447,18.45482,3,4002,301,0.053686,0.035209,0.0475978,0.0366016
1237662662684180999,19.66892,18.33313,17.8377,17.48562,3,4002,301,0.200345,0.013444,0.191559,0.0301917
1237662662684181130,20.1288,19.13754,18.69941,18.31019,3,4002,301,0.237137,0.035504,0.16974,0.0619652
1237662662684181145,20.35951,19.32944,18.84792,18.51534,3,4002,301,0.123211,0.026459,0.122999,0.030992
1237662662684181154,20.81657,19.88549,19.75752,19.47878,3,4002,301,0.319893,0.068738,0.134452,0.11298
1237662662684181203,21.41875,20.48116,20.33999,20.10329,3,4002,301,0.258486,0.075916,0.246853,0.0986891
1237662662684181261,21.58125,20.92975,20.49124,20.39844,3,4002,301,0.094843,0.038507,0.114981,0.06959
1237662662684181268,20.1025,19.35992,19.09686,18.75433,3,4002,301,0.180458,0.084675,0.146727,0.0893895
1237662662684181270,20.9333,20.13115,19.70149,19.3655,3,4002,301,0.199916,0.039031,0.173698,0.0532764
1237662662684181272,21.19933,20.61008,20.34852,20.268,3,4002,301,0.187787,0.071807,0.183945,0.0909903
1237662662684181301,21.37011,20.79126,20.44649,20.4753,3,4002,301,0.131752,0.044707,0.12025,0.0360582
1237662662684181311,19.82516,19.04894,18.686,18.44682,3,4002,301,0.16728,0.027998,0.160626,0.0541317
1237662662684181564,20.82923,19.51755,19.02643,18.7303,3,4002,301,0.220707,0.016954,0.194933,0.03385
1237662662684181648,21.058,20.72258,20.47684,20.24314,3,4002,301,0.101658,0.064592,0.0903025,0.0823308
1237662662684181657,21.73743,20.46171,19.93371,19.63311,3,4002,301,0.203983,0.018749,0.200957,0.0476361
1237662662684181762,20.44881,19.08317,18.5485,18.14747,3,4002,301,0.207857,0.017891,0.220281,0.0522217
1237662662684181770,21.04182,20.45959,20.24701,20.02042,3,4002,301,0.058599,0.052134,0.0885145,0.0607491
1237662662684181806,21.84775,20.83437,20.41485,20.23372,3,4002,301,0.284078,0.092959,0.221091,0.167993
1237662662684181829,20.89088,20.27566,20.10238,19.61697,3,4002,301,0.301019,0.040426,0.273137,0.107724
1237662662684181873,21.44175,19.44831,18.61116,18.08113,3,4002,301,0.45079,0.016849,0.454426,0.0667219
1237662662684181917,20.23026,18.9946,18.47183,18.16567,3,4002,301,0.192162,0.026061,0.188336,0.0494432
1237662662684181922,22.12549,20.94752,20.68673,20.41825,3,4002,301,0.370528,0.059754,0.366037,0.0908001
1237662662684181923,21.88732,20.76309,20.34801,20.16241,3,4002,301,0.39595,0.073889,0.382658,0.0984173
1237662662684181945,21.39713,20.26196,19.79629,19.44071,3,4002,301,0.252436,0.049894,0.196838,0.0717824
1237662662684181948,21.65682,20.80843,20.51041,20.07416,3,4002,301,0.160205,0.050482,0.12522,0.075447
1237662662684181954,21.01251,19.69726,19.0597,18.57548,3,4002,301,0.214762,0.035155,0.22138,0.0766784
1237662662684182003,21.57164,20.80828,20.40708,20.16264,3,4002,301,0.159748,0.052809,0.160002,0.0564138
1237662662684182013,21.90661,20.9942,21.03239,20.56976,3,4002,301,0.250644,0.102795,0.215227,0.110887
1237662662684182039,20.55221,19.70341,19.28905,19.05101,3,4002,301,0.130043,0.037164,0.130857,0.0492558
1237662662684246035,17.48584,16.25883,15.76892,15.3687,3,4002,301,0.164366,0.008981,0.16289,0.0246098
1237662662684246037,20.73942,20.10159,20.01765,19.7476,3,4002,301,0.250747,0.073271,0.220006,0.108368
1237662662684246083,20.87662,20.10589,19.63257,19.36786,3,4002,301,0.12693,0.024256,0.132363,0.0309731
1237662662684246149,24.92853,17.46921,16.48096,22.73909,3,4002,301,0.203997,0.14309,0.487615,0.122595
1237662662684246150,19.31248,18.10879,17.60379,17.17934,3,4002,301,0.151444,0.010722,0.159336,0.0288297
1237662662684246204,13.20136,12.57621,12.87237,10.08946,3,4002,301,0.421258,0.265568,0.230507,0.16662
1237662662684246206,25.25177,18.02821,16.11115,22.94791,3,4002,301,0.267384,0.142624,0.421752,0.212498
1237662662684246219,21.47383,20.53331,20.00481,19.7502,3,4002,301,0.103231,0.030757,0.0944613,0.0604276
1237662662684246220,20.95929,20.31293,19.44403,20.16635,3,4002,301,0.431643,0.225601,0.242132,0.21913
1237662662684246222,20.6108,19.75112,19.40899,19.1543,3,4002,301,0.161802,0.076536,0.124418,0.122505
1237662662684246228,21.88697,20.78539,20.32525,19.8608,3,4002,301,0.292155,0.038128,0.20039,0.091755
1237662662684246231,21.02769,20.0563,19.72683,19.56376,3,4002,301,0.172631,0.047243,0.113291,0.0422252
1237662662684246279,20.11871,18.57122,17.93465,17.69735,3,4002,301,0.267112,0.017437,0.263743,0.0516504
1237662662684246280,18.89152,18.32286,19.51239,18.10645,3,4002,301,0.125471,0.161368,0.233187,0.196278
1237662662684246383,22.70122,20.98716,20.37296,20.0318,3,4002,301,0.321568,0.026413,0.320254,0.0484727
1237662662684246408,19.08263,17.80688,17.25373,16.83028,3,4002,301,0.169949,0.021796,0.177681,0.037184
1237662662684246438,20.38762,19.37393,18.86057,18.59239,3,4002,301,0.166124,0.025564,0.164125,0.0341479
1237662662684246469,19.64771,18.44388,17.92024,17.59546,3,4002,301,0.173829,0.013917,0.167573,0.0350746
1237662662684246490,20.24333,19.01648,18.55476,18.15873,3,4002,301,0.164476,0.011126,0.156711,0.0294974
1237662662684246500,19.88003,18.71174,18.22583,17.81115,3,4002,301,0.151168,0.022154,0.15306,0.0266174
1237662662684246508,19.02423,17.86833,17.38818,17.00822,3,4002,301,0.154222,0.012721,0.155855,0.0244708
1237662662684246513,19.63255,18.46093,17.9913,17.64701,3,4002,301,0.161464,0.016788,0.17083,0.0496163
1237662662684246514,19.55631,18.38928,17.90853,17.54619,3,4002,301,0.162037,0.019859,0.153207,0.0287264
1237662662684246515,21.48974,20.32804,19.81856,19.71214,3,4002,301,0.322568,0.079823,0.248243,0.0976031
1237662662684246523,18.62559,17.41754,16.94422,16.5213,3,4002,301,0.154802,0.008877,0.159333,0.032395
1237662662684246524,21.13453,19.40439,18.82351,18.40574,3,4002,301,0.317918,0.02212,0.328801,0.0511967
1237662662684246537,20.13224,19.0233,18.54804,18.22377,3,4002,301,0.150748,0.017946,0.137243,0.0237796
1237662662684246542,19.30228,17.92743,17.41245,17.00228,3,4002,301,0.201347,0.009002,0.20173,0.0327067
1237662662684246556,18.73254,18.14627,17.7845,17.57144,3,4002,301,0.112318,0.031623,0.11164,0.047225
1237662662684246559,19.98898,18.81844,18.34241,17.9551,3,4002,301,0.149235,0.010302,0.148806,0.0250515
1237662662684246576,18.70809,18.06667,17.63962,17.46219,3,4002,301,0.170498,0.033229,0.157538,0.0614118
1237662662684246593,18.27101,17.0939,16.55122,16.17846,3,4002,301,0.147464,0.00962,0.154877,0.0279633
1237662662684246594,19.29123,18.16407,17.54386,17.06502,3,4002,301,0.084441,0.027131,0.139298,0.0563335
1237662662684246606,19.17026,18.01192,17.54182,17.15012,3,4002,301,0.151542,0.009828,0.154171,0.0278976
1237662662684246651,20.2993,19.39847,19.04209,18.89702,3,4002,301,0.243669,0.067274,0.254309,0.0855023
1237662662684246667,19.45889,18.35552,17.90428,17.49134,3,4002,301,0.132589,0.008661,0.138984,0.0238996
1237662662684246670,20.00702,18.83476,18.38495,18.04266,3,4002,301,0.161784,0.010235,0.154966,0.0289868
1237662662684246687,20.18991,18.92649,18.45303,18.12702,3,4002,301,0.185145,0.011879,0.17485,0.0307888
1237662662684246694,20.24849,19.06206,18.60122,18.30861,3,4002,301,0.191229,0.01745,0.177023,0.0484166
1237662662684246698,20.4587,19.33603,18.88563,18.43323,3,4002,301,0.126959,0.008661,0.135289,0.0217336
1237662662684246705,20.72449,19.13407,18.52172,18.1213,3,4002,301,0.286268,0.01815,0.288704,0.0515998
1237662662684246725,19.53712,18.70297,18.2537,17.9322,3,4002,301,0.152748,0.021578,0.14752,0.0433026
1237662662684246727,19.66792,18.64991,18.23172,17.91565,3,4002,301,0.176951,0.027644,0.161797,0.0539529
1237662662684246728,20.97017,19.83555,19.38366,19.08774,3,4002,301,0.203107,0.060853,0.20194,0.108978
1237662662684246731,21.14724,19.96623,19.50788,19.28859,3,4002,301,0.235516,0.039728,0.21798,0.0667775
1237662662684246732,19.96807,18.80983,18.35552,18.07026,3,4002,301,0.162096,0.016734,0.169068,0.052361
1237662662684246737,19.5921,18.42816,17.97586,17.59711,3,4002,301,0.149372,0.009577,0.146475,0.0245621
1237662662684246741,20.17192,18.8631,18.34774,17.91867,3,4002,301,0.181932,0.010938,0.184384,0.0277129
1237662662684246745,20.46704,19.10078,18.59612,18.21864,3,4002,301,0.199887,0.010578,0.198451,0.0310368
1237662662684246748,20.02496,18.94184,18.54496,18.21813,3,4002,301,0.154219,0.018379,0.148605,0.0458597
1237662662684246749,21.06813,19.93054,19.41754,19.07375,3,4002,301,0.165415,0.016038,0.170285,0.0369108
1237662662684246751,19.5163,18.3136,17.76058,17.31729,3,4002,301,0.148401,0.014324,0.148359,0.0303222
1237662662684246755,19.95658,18.82431,18.3358,18.07167,3,4002,301,0.176833,0.017826,0.151246,0.0302703
1237662662684246759,20.46743,19.26803,18.81592,18.46928,3,4002,301,0.172425,0.01771,0.169491,0.0321549
1237662662684246764,19.73519,18.61419,18.22468,17.82363,3,4002,301,0.138985,0.012435,0.207479,0.139521
1237662662684246767,20.71243,20.07876,19.7757,19.49716,3,4002,301,0.038446,0.025897,0.0652897,0.0323412
1237662662684246802,19.53682,19.01035,18.71336,18.51279,3,4002,301,0.089288,0.034876,0.0846771,0.0562269
1237662662684246805,20.22581,19.73474,19.51037,19.36984,3,4002,301,0.075616,0.049805,0.0635908,0.0495104
1237662662684246811,21.32303,20.95714,20.82624,22.17095,3,4002,301,0.250444,0.171236,0.148101,0.125123
1237662662684246812,21.79339,20.57651,20.09802,19.93328,3,4002,301,0.285478,0.08113,0.173278,0.0343509
1237662662684246834,20.66641,20.22684,20.03315,19.99303,3,4002,301,0.190199,0.040199,0.144023,0.0812802
1237662662684246835,22.06811,20.87771,20.58765,20.52813,3,4002,301,0.406937,0.094697,0.383453,0.130042
1237662662684246836,21.50159,20.54294,20.22458,19.94633,3,4002,301,0.278288,0.0432,0.205356,0.0893405
1237662662684246844,21.28972,19.53301,18.75633,18.44252,3,4002,301,0.414992,0.029174,0.431815,0.0780336
1237662662684246853,20.01365,19.53097,19.33641,19.51943,3,4002,301,0.110711,0.077698,0.0684603,0.0694177
1237662662684246865,20.91582,20.28289,19.93557,19.69767,3,4002,301,0.077533,0.030559,0.0881241,0.0254605
1237662662684246882,20.20817,19.40048,18.9795,18.69269,3,4002,301,0.177314,0.037189,0.201979,0.0882614
1237662662684246888,21.00183,19.7732,19.26575,18.75483,3,4002,301,0.309956,0.064655,0.223163,0.0959863
1237662662684246900,21.65529,20.89833,20.6448,20.24714,3,4002,301,0.34631,0.048226,0.299008,0.0863713
1237662662684247039,21.46844,20.39458,19.84195,19.24848,3,4002,301,0.367718,0.139863,0.154294,0.117466
1237662662684247063,22.19747,20.93505,20.52584,20.18915,3,4002,301,0.399278,0.079202,0.397024,0.092682
1237662662684247065,21.49616,20.17746,19.63137,19.3236,3,4002,301,0.278417,0.055363,0.250855,0.078956
1237662662684247077,21.64354,20.31212,19.99226,19.93094,3,4002,301,0.347085,0.107878,0.373936,0.102439
1237662662684247130,21.15586,20.66007,20.37847,20.17744,3,4002,301,0.043138,0.01474,0.0516946,0.0207173
1237662662684247144,21.37625,20.96641,21.07008,22.48788,3,4002,301,0.07473,0.109332,0.0330842,0.044195
1237662662684247146,20.18917,19.46515,19.1609,18.92448,3,4002,301,0.139143,0.049932,0.140641,0.0601856
1237662662684247161,21.41119,20.50849,20.26222,19.78568,3,4002,301,0.283663,0.089995,0.222519,0.133969
1237662662684247175,20.90998,20.4476,20.21505,20.02922,3,4002,301,0.027518,0.010792,0.0446293,0.0199039
1237662662684247210,22.85098,20.92872,20.36562,19.90514,3,4002,301,0.347022,0.026592,0.374824,0.0805777
1237662662684247224,21.70633,20.68216,20.33721,20.21527,3,4002,301,0.31892,0.104642,0.342132,0.118515
1237662662684247240,20.46776,19.59352,19.20711,19.45003,3,4002,301,0.45264,0.187318,0.429597,0.194217
1237662662684247247,22.04566,20.45457,19.70045,19.18578,3,4002,301,0.442584,0.027118,0.417251,0.118386
1237662662684247293,22.38072,20.46691,19.66203,19.09142,3,4002,301,0.447308,0.019273,0.448622,0.0657364
1237662662684247294,22.83219,20.97976,20.13662,19.59833,3,4002,301,0.460433,0.017412,0.458704,0.0663463
1237662662684247295,22.49045,20.52555,19.72278,19.36417,3,4002,301,0.427165,0.021179,0.439294,0.0668948
1237662662684247300,21.78568,20.77934,20.57749,20.28103,3,4002,301,0.206604,0.074276,0.142325,0.103153
1237662662684247336,21.53882,19.90137,19.34614,19.02209,3,4002,301,0.285045,0.018676,0.303092,0.0570127
1237662662684247343,22.132,20.8784,20.40782,19.80301,3,4002,301,0.390263,0.069162,0.321096,0.113805
1237662662684247349,21.32899,20.48004,20.53014,19.94069,3,4002,301,0.203149,0.11434,0.14141,0.137013
1237662662684247379,21.65424,20.71621,20.38139,20.28008,3,4002,301,0.348549,0.110426,0.366978,0.130209
1237662662684247401,21.90002,20.88743,20.43224,20.01472,3,4002,301,0.108406,0.017807,0.122897,0.0616326
1237662662684247420,21.34538,20.2591,19.73485,19.42276,3,4002,301,0.195435,0.026778,0.190202,0.0464567
1237662662684247425,21.4283,20.53908,20.07058,19.89593,3,4002,301,0.216612,0.026821,0.207126,0.117658
1237662662684247431,21.92608,20.97378,20.63766,20.11634,3,4002,301,0.363089,0.051474,0.318227,0.0929529
1237662662684247441,21.0327,19.76817,19.16761,18.62769,3,4002,301,0.205235,0.038475,0.169698,0.0508534
1237662662684247442,21.69149,20.89464,20.56803,20.02365,3,4002,301,0.214919,0.09093,0.186021,0.166128
1237662662684247453,18.53901,18.63918,29.05037,28.48046,3,4002,301,0.05577,0.094648,0.0331943,0.0336281
1237662662684247468,20.88484,20.23343,20.30427,23.5487,3,4002,301,0.096301,0.094975,0.0890068,0.0562474
1237662662684247481,21.80383,20.63021,20.13858,20.07436,3,4002,301,0.198359,0.058633,0.188572,0.062804
1237662662684247482,21.24952,20.36068,19.94379,19.61924,3,4002,301,0.138233,0.022089,0.121047,0.0374684
1237662662684247495,21.48236,20.00356,19.16593,18.60725,3,4002,301,0.456274,0.071342,0.418085,0.146388
1237662662684247503,28.54461,20.48906,28.22594,17.79537,3,4002,301,0.260775,0.133415,0.218278,0.0984419
1237662662684247504,21.69007,20.11454,19.57485,19.00024,3,4002,301,0.285784,0.033302,0.287841,0.0703718
1237662662684247512,21.22444,20.7603,21.06759,21.42299,3,4002,301,0.315403,0.207018,0.147785,0.107372
1237662662684247517,22.32901,20.96728,20.35846,20.08836,3,4002,301,0.322468,0.060653,0.265941,0.0800651
1237662662684247521,21.55743,20.47756,20.10985,19.77241,3,4002,301,0.140893,0.015523,0.141065,0.0428468
1237662662684247526,21.27593,20.57909,20.40904,20.30885,3,4002,301,0.226096,0.074147,0.216605,0.095707
1237662662684247528,21.57718,20.85801,20.87027,21.94499,3,4002,301,0.277378,0.125502,0.0995584,0.116958
1237662662684247540,21.61046,20.85628,20.73381,20.94236,3,4002,301,0.196911,0.09616,0.207122,0.0935835
1237662662684247547,22.06011,20.87108,20.40433,20.08436,3,4002,301,0.35623,0.100863,0.263442,0.0994869
1237662662684247557,20.94974,20.01871,19.67272,19.39963,3,4002,301,0.258276,0.051015,0.204362,0.145134
1237662662684247571,21.40444,20.19312,19.76976,19.44713,3,4002,301,0.180564,0.050827,0.221615,0.103692
1237662662684247590,21.93575,20.99473,20.76335,19.97705,3,4002,301,0.325817,0.125462,0.21837,0.158231
1237662662684247592,22.75915,20.83891,20.20088,19.6247,3,4002,301,0.378754,0.019109,0.366057,0.055619
1237662662684247596,21.52307,20.63001,20.19164,20.18636,3,4002,301,0.194644,0.080944,0.120491,0.0540209
1237662662684247633,21.2414,20.31393,19.87846,19.52179,3,4002,301,0.065282,0.012341,0.0715417,0.0164493
1237662662684247646,21.6053,20.57821,20.20425,19.8345,3,4002,301,0.307102,0.043135,0.237826,0.116094
1237662662684247668,21.4921,20.15852,19.64009,19.34629,3,4002,301,0.365422,0.064333,0.276387,0.106044
1237662662684247696,21.41256,20.70485,20.54333,20.4695,3,4002,301,0.132843,0.068705,0.195556,0.0837262
1237662662684247702,21.44293,20.2021,19.73684,19.36211,3,4002,301,0.173032,0.01078,0.163959,0.033071
1237662662684247929,19.32597,18.97292,20.39113,18.40804,3,4002,301,0.053934,0.065288,0.0814502,0.100908
1237662662684247930,18.54628,18.44123,29.91464,27.93595,3,4002,301,0.146504,-1000,0.0280335,0.030292
1237662662684248131,18.63043,18.51298,30.1081,27.30462,3,4002,301,0.152357,-1000,0.0268643,0.0281225
1237662662684248132,22.65143,20.92906,25.73628,22.30823,3,4002,301,0.217069,0.085925,0.298515,0.0853817
1237662662684311582,17.82806,16.59772,16.14037,15.81119,3,4002,301,0.178505,0.010769,0.173998,0.0329911
1237662662684311583,18.76047,17.50042,17.01904,16.67737,3,4002,301,0.184061,0.012112,0.168424,0.0284764
1237662662684311585,19.94009,18.74877,18.24256,17.95292,3,4002,301,0.193847,0.024546,0.180636,0.0380586
1237662662684311588,20.53975,19.39631,18.95537,18.65183,3,4002,301,0.178409,0.01501,0.159549,0.0364803
1237662662684311589,20.44154,19.30501,18.73275,18.53893,3,4002,301,0.193538,0.037383,0.23094,0.124391
1237662662684311590,21.15919,20.2938,19.51497,19.21388,3,4002,301,0.229706,0.075007,0.188474,0.19655
1237662662684311592,20.9105,19.7285,19.27739,18.97943,3,4002,301,0.177425,0.012054,0.163904,0.0277548
1237662662684311595,21.10964,19.93276,20.07799,19.40862,3,4002,301,0.227724,0.092777,0.162128,0.056889
1237662662684311730,10.53467,9.965028,9.811322,10.3131,3,4002,301,0.091244,0.07083,0.0676271,0.0379717
1237662662684311735,16.69476,15.68981,15.26471,23.08916,3,4002,301,0.137909,0.088069,0.0930098,0.065746
1237662662684311895,21.45118,20.17944,19.83953,19.27417,3,4002,301,0.3855,0.078453,0.314568,0.12531
1237662662684311902,19.67589,18.46517,17.97902,17.59852,3,4002,301,0.165698,0.008541,0.16265,0.0258598
1237662662684311916,19.83167,18.75964,18.27337,17.96467,3,4002,301,0.165068,0.022114,0.157051,0.0289563
1237662662684311928,18.57607,18.07007,17.76739,17.65789,3,4002,301,0.053522,0.017789,0.0553923,0.0162311
1237662662684311932,18.85304,18.15933,17.70667,17.45978,3,4002,301,0.120189,0.025611,0.12452,0.0308609
1237662662684312003,20.29875,19.79161,19.50043,19.52234,3,4002,301,0.104939,0.044576,0.0940601,0.0422443
1237662662684312004,21.88358,20.50946,20.03601,19.57802,3,4002,301,0.231307,0.034185,0.155742,0.0363142
1237662662684312012,20.31972,19.2429,18.74521,18.42092,3,4002,301,0.182822,0.021112,0.176565,0.0461032
1237662662684312020,19.02007,17.86469,17.40603,17.02963,3,4002,301,0.147128,0.010145,0.151907,0.0250378
1237662662684312025,15.91653,15.31122,14.95606,14.73334,3,4002,301,0.071866,0.024179,0.0702436,0.0270187
1237662662684312027,20.46098,20.51323,20.49567,21.24018,3,4002,301,0.040479,0.033533,0.0438371,0.0360732
1237662662684312044,17.14824,16.62343,16.28964,16.09279,3,4002,301,0.090936,0.028642,0.0829438,0.0421847
1237662662684312053,21.1893,19.97976,19.53502,19.36934,3,4002,301,0.233136,0.059584,0.232154,0.0766761
1237662662684312079,18.99662,17.7156,17.202,16.80556,3,4002,301,0.179331,0.009855,0.179522,0.029444
1237662662684312081,19.73457,18.80431,18.41652,18.15791,3,4002,301,0.252284,0.03777,0.217912,0.06945
1237662662684312088,21.16426,19.91372,19.4701,19.19338,3,4002,301,0.18788,0.029655,0.186288,0.0515749
1237662662684312110,19.58778,18.59154,18.20563,17.89537,3,4002,301,0.125655,0.017441,0.127026,0.0656866
1237662662684312120,19.14355,18.57176,18.22906,18.00096,3,4002,301,0.09811,0.0341,0.0984883,0.0403977
1237662662684312155,19.9871,18.86182,18.37123,18.03894,3,4002,301,0.162672,0.016565,0.159369,0.0317896
1237662662684312191,20.22827,19.0839,18.63163,18.32886,3,4002,301,0.186715,0.025715,0.194951,0.0547207
1237662662684312232,19.72171,18.61559,18.08458,17.67036,3,4002,301,0.11643,0.018732,0.123758,0.0274451
1237662662684312241,20.50106,18.99958,18.52629,18.1207,3,4002,301,0.217067,0.02141,0.254472,0.0907591
1237662662684312242,21.43046,20.78876,20.95169,20.71279,3,4002,301,0.145672,0.096459,0.228491,0.0839288
1237662662684312254,20.46687,19.39344,18.91389,18.67427,3,4002,301,0.137957,0.028569,0.147281,0.0738382
1237662662684312263,20.29281,19.2248,18.7963,18.51028,3,4002,301,0.155479,0.01785,0.142576,0.0337965
1237662662684312299,20.71327,19.95598,19.61839,19.29687,3,4002,301,0.240806,0.041054,0.210931,0.0675379
1237662662684312335,20.79173,19.86793,19.42323,19.02578,3,4002,301,0.242217,0.044801,0.189024,0.0804889
1237662662684312368,21.08018,20.06913,19.7552,19.51002,3,4002,301,0.307884,0.078585,0.257231,0.0877298
1237662662684312384,20.52522,19.63836,19.28552,19.00647,3,4002,301,0.229033,0.044409,0.187288,0.0864289
1237662662684312387,21.32867,20.70977,20.58407,20.29892,3,4002,301,0.281828,0.051455,0.220219,0.10425
1237662662684312397,21.66637,20.10921,19.52574,19.25108,3,4002,301,0.258408,0.019004,0.256896,0.0427813
1237662662684312460,21.22457,20.06047,19.55927,19.20121,3,4002,301,0.153234,0.013683,0.158021,0.0277564
1237662662684312516,22.40845,20.64506,20.03881,19.68424,3,4002,301,0.326507,0.015195,0.329459,0.0498791
1237662662684312524,21.02234,19.77151,19.44433,19.04457,3,4002,301,0.368084,0.065068,0.321136,0.10902
1237662662684312534,21.04871,19.61468,19.02236,18.56836,3,4002,301,0.220546,0.020874,0.238211,0.0523811
1237662662684312571,20.91951,19.63817,19.12688,18.94975,3,4002,301,0.230644,0.066549,0.235451,0.0704256
1237662662684312593,21.16187,20.53176,20.10218,20.26023,3,4002,301,0.124176,0.054059,0.0903578,0.0358112
1237662662684312606,21.46945,20.34883,19.84799,19.78527,3,4002,301,0.19834,0.049201,0.148604,0.0293628
1237662662684312628,21.20639,20.61982,20.44033,20.23285,3,4002,301,0.066251,0.042279,0.0592625,0.0338116
1237662662684312646,21.96117,20.50961,20.19491,19.74492,3,4002,301,0.364419,0.060543,0.365413,0.093371
1237662662684312652,21.30117,20.93635,20.767,20.30718,3,4002,301,0.061456,0.038642,0.0510273,0.0325078
1237662662684312657,20.92975,19.76676,19.3972,19.10242,3,4002,301,0.200827,0.013401,0.171494,0.0806896
1237662662684312668,22.64684,20.87084,20.31875,20.03207,3,4002,301,0.313486,0.032169,0.351954,0.0649458
1237662662684312717,21.94135,20.8533,20.47096,20.0314,3,4002,301,0.215722,0.041892,0.239143,0.100966
1237662662684312766,20.48105,19.71654,19.4601,19.28917,3,4002,301,0.256504,0.051727,0.247261,0.0861549
1237662662684312828,21.83963,20.95277,21.08094,20.9729,3,4002,301,0.450935,0.215598,0.0896651,0.0813437
1237662662684312892,21.99266,20.8632,20.39118,19.99602,3,4002,301,0.141269,0.016353,0.142803,0.0250311
1237662662684312980,20.73043,19.45632,19.00932,18.54922,3,4002,301,0.167416,0.02967,0.196748,0.0684742
1237662662684313000,21.45822,20.49291,20.15213,19.78342,3,4002,301,0.398344,0.09856,0.34692,0.142421
