objid,g,r,i,z,type,run,rerun,zNN,zNN_err,zRF,zRF_err
1237662661610439084,20.70231,19.85019,19.58583,19.42652,3,4002,301,0.088063,0.048748,0.0956062,0.0911958
1237662661610439146,18.12725,17.33459,16.9218,16.62376,3,4002,301,0.125558,0.021468,0.122862,0.023187
1237662661610439162,20.69781,19.37053,18.93966,18.66498,3,4002,301,0.373035,0.062914,0.336931,0.106518
1237662661610439170,21.00817,19.72476,19.10932,18.75217,3,4002,301,0.239352,0.059328,0.204721,0.0502022
1237662661610439171,21.11245,19.76699,19.25798,18.99995,3,4002,301,0.240563,0.037362,0.214252,0.0486359
1237662661610439179,20.21453,18.84184,18.30522,17.93748,3,4002,301,0.20802,0.016213,0.20977,0.0414551
1237662661610439200,20.24642,19.00788,18.50766,18.16888,3,4002,301,0.173454,0.010904,0.174503,0.0267607
1237662661610439207,19.89845,18.99461,18.51722,18.24616,3,4002,301,0.198808,0.021922,0.200988,0.0578729
1237662661610439209,19.43576,18.56483,18.07535,17.88454,3,4002,301,0.184076,0.026558,0.198113,0.096345
1237662661610439225,19.48757,18.49943,18.05517,17.68268,3,4002,301,0.090916,0.011418,0.0919386,0.0159289
1237662661610439330,20.99715,20.14074,19.67323,19.40217,3,4002,301,0.217682,0.035401,0.187825,0.03807
1237662661610439357,21.978,20.67202,20.15858,19.68715,3,4002,301,0.286639,0.065558,0.219178,0.0578341
1237662661610439392,21.43184,20.58216,20.24113,20.10274,3,4002,301,0.409137,0.123811,0.366675,0.146326
1237662661610439420,22.84383,20.99605,20.21144,19.72695,3,4002,301,0.432985,0.016996,0.428723,0.0675858
1237662661610439443,19.28755,18.81608,18.45194,18.27495,3,4002,301,0.071941,0.015,0.0683244,0.0176094
1237662661610439536,21.4497,20.47517,20.08499,19.76475,3,4002,301,0.112601,0.012772,0.135495,0.128257
1237662661610439556,21.50769,20.54652,20.45896,19.96719,3,4002,301,0.351157,0.050545,0.326326,0.0777732
1237662661610439563,20.59713,19.4322,18.80697,18.30761,3,4002,301,0.15544,0.04068,0.17838,0.0549986
1237662661610439569,20.87657,19.2957,18.58842,18.11806,3,4002,301,0.304348,0.039471,0.290421,0.0961017
1237662661610439604,22.14449,20.44362,19.81186,19.28247,3,4002,301,0.336125,0.034242,0.341642,0.0549856
1237662661610439617,22.23299,20.91243,20.48232,20.02411,3,4002,301,0.380973,0.069348,0.336678,0.0895093
1237662661610439640,22.22134,20.97284,20.97939,20.40478,3,4002,301,0.384567,0.100006,0.37915,0.138486
1237662661610439643,21.65015,20.40729,19.88948,19.53622,3,4002,301,0.18023,0.010827,0.179335,0.0293517
1237662661610439681,21.06196,20.13195,19.69732,19.41381,3,4002,301,0.084546,0.020825,0.082041,0.0165011
1237662661610439686,22.38053,20.61828,20.10537,19.36665,3,4002,301,0.425561,0.046758,0.349754,0.078701
1237662661610439722,22.19036,20.83646,20.13257,19.67676,3,4002,301,0.471596,0.078967,0.465189,0.145134
1237662661610439725,22.33998,20.86232,19.83587,19.3808,3,4002,301,0.532788,0.041028,0.517679,0.151559
1237662661610439728,22.09462,20.05411,19.1577,18.64413,3,4002,301,0.477476,0.02534,0.490109,0.088362
1237662661610439750,21.38885,20.8074,20.58933,20.39098,3,4002,301,0.047048,0.02473,0.053929,0.0287181
1237662661610439751,21.84903,20.43399,19.94846,19.6143,3,4002,301,0.358919,0.068276,0.312548,0.106055
1237662661610439753,21.99658,20.82834,20.61539,20.38472,3,4002,301,0.40176,0.071024,0.381766,0.127985
1237662661610439779,21.71432,20.2497,19.68358,19.30835,3,4002,301,0.24709,0.048855,0.230553,0.0365385
1237662661610439799,20.8059,20.27691,19.89207,19.66967,3,4002,301,0.065048,0.019609,0.0741449,0.0240619
1237662661610439820,21.0164,20.10002,19.66788,19.4261,3,4002,301,0.266148,0.068706,0.235396,0.0795805
1237662661610439848,19.89684,18.68004,18.25822,17.86438,3,4002,301,0.338895,0.063862,0.314841,0.0966055
1237662661610439857,21.99642,20.0363,19.19439,18.71575,3,4002,301,0.456615,0.019391,0.461843,0.0688594
1237662661610440034,22.98929,20.70163,20.10389,19.54767,3,4002,301,0.382158,0.06581,0.386389,0.10645
1237662661610504212,21.54177,20.78117,20.3651,20.6809,3,4002,301,0.193874,0.145405,0.125518,0.126158
1237662661610504449,19.53671,18.72754,18.2383,17.93829,3,4002,301,0.105761,0.021976,0.105036,0.0259811
1237662661610504540,19.84494,18.84915,18.41443,18.1421,3,4002,301,0.210572,0.0253,0.183897,0.0464322
1237662661610504586,20.88025,20.53173,20.16568,20.09221,3,4002,301,0.06512,0.015309,0.0680492,0.0193226
1237662661610504604,18.82415,17.96692,17.49409,17.25587,3,4002,301,0.194654,0.027543,0.191066,0.0473835
1237662661610504625,19.47362,18.22424,17.76463,17.329,3,4002,301,0.1925,0.025835,0.205486,0.0698839
1237662661610504640,20.33495,19.43525,19.15889,18.78171,3,4002,301,0.314683,0.03386,0.316788,0.0726881
1237662661610504688,19.26527,17.77369,17.20129,16.85794,3,4002,301,0.244416,0.013564,0.237454,0.0356577
1237662661610504715,21.97953,20.55882,19.98351,19.67547,3,4002,301,0.233661,0.015999,0.239278,0.0504562
1237662661610504790,20.97011,20.06329,19.73885,19.2272,3,4002,301,0.329992,0.044837,0.316061,0.0839758
1237662661610504871,21.24193,20.84873,20.67031,20.55339,3,4002,301,0.128251,0.062359,0.088994,0.0679188
1237662661610504926,21.67614,19.98743,19.21961,18.79278,3,4002,301,0.416165,0.037591,0.42818,0.0702809
1237662661610504989,20.68385,19.62032,19.13937,18.78191,3,4002,301,0.177276,0.027735,0.177986,0.05058
1237662661610505043,22.90263,20.74061,20.00719,19.44837,3,4002,301,0.376296,0.023939,0.402312,0.0605724
1237662661610505044,21.67239,20.36824,20.06503,19.9341,3,4002,301,0.3681,0.111004,0.332393,0.125674
1237662661610505054,21.68014,19.99377,19.4053,19.02326,3,4002,301,0.308584,0.025328,0.315851,0.0537095
1237662661610505075,21.31444,20.74859,20.59363,22.0789,3,4002,301,0.117964,0.119872,0.0607029,0.0997521
1237662661610505078,22.23235,20.44324,19.58813,19.14598,3,4002,301,0.460228,0.029353,0.468684,0.0686539
1237662661610505086,21.66777,20.71005,20.30769,19.8861,3,4002,301,0.297521,0.046771,0.26353,0.087425
1237662661610505089,20.35799,19.41414,19.09829,18.81723,3,4002,301,0.297647,0.050646,0.239522,0.105595
1237662661610505118,20.92492,19.84639,19.43185,19.08478,3,4002,301,0.304585,0.054825,0.298313,0.0933021
1237662661610505224,21.911,20.91082,20.26343,19.78454,3,4002,301,0.525739,0.13368,0.394121,0.208194
1237662661610505237,21.76612,20.89247,20.50304,20.38412,3,4002,301,0.156564,0.051076,0.10649,0.0493984
1237662661610505239,21.25892,20.44166,20.00993,19.68326,3,4002,301,0.242788,0.110302,0.149346,0.093759
1237662661610505299,21.50554,20.77065,20.41269,19.72159,3,4002,301,0.133959,0.07735,0.134632,0.116136
1237662661610505305,21.26414,20.64918,20.17499,19.93845,3,4002,301,0.125946,0.029288,0.108701,0.0341539
1237662661610505373,22.29812,20.97769,20.47029,19.88029,3,4002,301,0.245949,0.039321,0.229249,0.0823193
1237662661610505574,21.31384,20.27724,19.41828,19.44046,3,4002,301,0.232193,0.102178,0.232298,0.18096
1237662661610505697,22.67903,20.87135,20.07414,19.4897,3,4002,301,0.516613,0.098164,0.473683,0.123239
1237662661610569778,21.27411,20.45443,20.23726,21.03681,3,4002,301,0.201041,0.180571,0.111849,0.0836406
1237662661610569908,26.31565,17.8023,17.44533,23.57584,3,4002,301,0.192979,0.168302,0.164762,0.0884147
1237662661610570132,19.0727,18.11099,17.65867,17.33976,3,4002,301,0.106733,0.025382,0.103165,0.0215384
1237662661610570229,19.37443,18.81705,18.54283,18.41209,3,4002,301,0.170683,0.043351,0.140371,0.0655171
1237662661610570319,20.99929,20.47943,20.10123,20.02127,3,4002,301,0.141987,0.027352,0.130822,0.0392761
1237662661610570411,20.36234,19.71827,19.55789,19.2798,3,4002,301,0.29894,0.040739,0.249887,0.0860835
1237662661610570422,21.09147,19.94392,19.5331,19.12431,3,4002,301,0.353815,0.058303,0.311967,0.0831199
1237662661610570530,20.3933,19.45725,18.99193,18.68462,3,4002,301,0.129379,0.025259,0.126003,0.0285264
1237662661610570560,19.80194,19.55852,19.39921,19.45321,3,4002,301,0.034946,0.028384,0.0858872,0.116394
1237662661610570614,21.48956,20.79037,20.47185,20.38427,3,4002,301,0.38168,0.130639,0.312494,0.140959
1237662661610570638,21.23506,19.99619,19.50182,19.18551,3,4002,301,0.344516,0.060502,0.213823,0.0722073
1237662661610570639,21.48465,20.38776,19.86285,19.63605,3,4002,301,0.164228,0.028626,0.138253,0.0355328
1237662661610570750,21.53421,20.53298,20.10083,19.7639,3,4002,301,0.39971,0.082103,0.226312,0.0999908
1237662661610570805,21.8043,20.78017,20.08624,19.64672,3,4002,301,0.373032,0.09337,0.247907,0.179537
1237662661610570826,22.26411,20.84998,20.54793,20.22262,3,4002,301,0.402408,0.068394,0.396489,0.104828
1237662661610570830,21.20417,20.77745,20.56808,20.17184,3,4002,301,0.109468,0.050323,0.0444791,0.0336804
1237662661610570848,21.55316,19.73591,19.0162,18.59099,3,4002,301,0.402779,0.020348,0.402532,0.0623264
1237662661610570866,21.85626,20.82391,20.30775,20.21183,3,4002,301,0.442931,0.111538,0.347179,0.177015
1237662661610570871,21.82749,20.86362,20.25583,19.84371,3,4002,301,0.443655,0.10421,0.271081,0.158241
1237662661610570893,22.18226,20.83808,20.1428,19.69954,3,4002,301,0.325491,0.067554,0.322002,0.132549
1237662661610570915,21.53236,20.86192,20.5939,20.79531,3,4002,301,0.218914,0.111675,0.187954,0.0816929
1237662661610635424,17.06687,16.06858,15.6868,15.45438,3,4002,301,0.157221,0.030718,0.14004,0.0704806
1237662661610635475,17.84736,17.43976,17.15676,17.09577,3,4002,301,0.07476,0.019834,0.0674829,0.0252637
1237662661610635496,17.49072,16.58645,16.16279,15.83797,3,4002,301,0.068178,0.014402,0.0683906,0.0174375
1237662661610635500,21.47227,20.67739,20.54847,20.26197,3,4002,301,0.281086,0.051313,0.263492,0.0793437
1237662661610635700,18.49375,17.83244,17.38121,17.14409,3,4002,301,0.082729,0.015773,0.0841024,0.0229023
1237662661610635805,18.70476,18.0714,17.64447,17.41081,3,4002,301,0.077375,0.014848,0.0823184,0.0258813
1237662661610635946,19.79824,19.19937,18.8878,18.60754,3,4002,301,0.060052,0.032438,0.0716093,0.044064
1237662661610635974,21.19725,20.7989,20.488,20.25419,3,4002,301,0.077596,0.041865,0.116779,0.105137
1237662661610636167,21.7502,20.65812,20.37006,20.42371,3,4002,301,0.330125,0.112074,0.341472,0.105644
1237662661610636181,21.91479,20.71695,20.30976,20.0794,3,4002,301,0.427549,0.099789,0.412215,0.0906742
1237662661610636200,21.94224,20.39464,19.91258,19.44693,3,4002,301,0.35909,0.050786,0.306083,0.102078
1237662661610636252,20.08943,19.42738,19.01683,18.91085,3,4002,301,0.084738,0.031756,0.0623261,0.0237716
1237662661610636269,21.36129,20.79341,20.67212,20.4702,3,4002,301,0.256615,0.210343,0.17427,0.113989
1237662661610636291,20.69942,20.04851,19.75517,19.45631,3,4002,301,0.034754,0.018025,0.0715885,0.0564096
1237662661610636359,21.85781,20.5905,19.95803,19.46971,3,4002,301,0.395407,0.075309,0.245866,0.118008
1237662661610636428,21.85865,20.96613,20.91176,20.4228,3,4002,301,0.320582,0.081503,0.311447,0.106244
1237662661610636460,21.98385,20.76053,20.18001,19.86795,3,4002,301,0.394343,0.075474,0.357289,0.123181
1237662661610636486,20.12229,19.6609,19.40252,19.23719,3,4002,301,0.030653,0.009848,0.0372268,0.0178351
1237662661610636488,22.66677,20.74723,19.9282,19.31512,3,4002,301,0.453701,0.020691,0.45768,0.0684431
1237662661610636517,22.06796,20.88036,20.54103,20.02661,3,4002,301,0.164547,0.021014,0.249716,0.0994609
1237662661610700838,11.93413,11.31228,14.51128,10.70857,3,4002,301,0.105687,0.056752,0.0958431,0.0492068
1237662661610700839,16.39563,16.04631,14.87575,14.23866,3,4002,301,0.235547,0.038531,0.113394,0.0672681
1237662661610700938,17.86422,16.80194,16.14243,23.98758,3,4002,301,0.146433,0.087054,0.162911,0.0680533
1237662661610701194,19.28457,18.27156,17.84541,17.48049,3,4002,301,0.109743,0.010548,0.107091,0.0184068
1237662661610701195,19.20165,18.77017,18.48466,18.33852,3,4002,301,0.063447,0.018989,0.0620942,0.0231234
1237662661610701470,20.99442,20.32689,20.07637,19.76478,3,4002,301,0.2437,0.040376,0.243077,0.0674985
1237662661610701502,20.61024,20.34888,19.88902,19.77314,3,4002,301,0.353508,0.12867,0.146672,0.125426
1237662661610701561,20.60362,20.07716,19.84014,19.73633,3,4002,301,0.129785,0.060852,0.132816,0.0756792
1237662661610701593,21.56103,20.84249,20.63282,20.60837,3,4002,301,0.093223,0.061108,0.0743794,0.0534396
1237662661610701651,20.75996,20.17098,19.88686,19.70037,3,4002,301,0.037055,0.023181,0.064282,0.0270012
1237662661610701657,22.17161,20.78673,20.34061,19.77786,3,4002,301,0.385184,0.05766,0.400087,0.0873706
1237662661610701733,22.16715,20.80359,19.58882,19.17406,3,4002,301,0.646809,0.053771,0.541129,0.216847
1237662661610701769,21.43859,20.50116,20.09717,19.72582,3,4002,301,0.142656,0.021534,0.118456,0.0599126
1237662661610701805,22.13822,20.58111,19.76382,19.36665,3,4002,301,0.505373,0.052803,0.517357,0.122895
1237662661610701829,21.50109,20.07347,19.58977,19.14443,3,4002,301,0.3392,0.069635,0.267195,0.0971552
1237662661610701840,21.64249,19.73637,19.09316,18.69629,3,4002,301,0.360979,0.020298,0.365082,0.0559695
1237662661610701887,22.51258,20.67854,19.88262,19.38894,3,4002,301,0.444344,0.01583,0.436201,0.070918
1237662661610701921,21.63298,20.94737,20.56253,20.34514,3,4002,301,0.142216,0.026461,0.14045,0.0320213
1237662661610701923,21.88074,20.87945,20.01788,19.65463,3,4002,301,0.615009,0.12625,0.380014,0.263796
1237662661610701933,20.81806,20.26967,19.92083,20.29076,3,4002,301,0.087067,0.05579,0.0764777,0.0778021
1237662661610701935,22.30256,20.70157,20.19637,19.66077,3,4002,301,0.346117,0.041908,0.276718,0.0734849
1237662661610701958,21.52292,20.90064,20.58116,20.57312,3,4002,301,0.200087,0.03114,0.179258,0.0543914
1237662661610701984,21.56112,19.9046,19.2911,18.78288,3,4002,301,0.354271,0.048409,0.345871,0.0707529
1237662661610701988,21.57805,20.08463,19.33183,18.8806,3,4002,301,0.359693,0.067707,0.325839,0.10284
1237662661610702228,22.19244,20.7271,19.81451,19.38686,3,4002,301,0.559367,0.03607,0.552926,0.111995
1237662661610702248,23.19287,20.95292,20.19436,19.73276,3,4002,301,0.386269,0.046134,0.42402,0.0738464
1237662661610702310,21.91278,20.82291,20.25997,20.29581,3,4002,301,0.449531,0.183067,0.406173,0.17607
1237662661610702693,21.30493,20.28171,18.93607,26.44917,3,4002,301,0.136154,0.087754,0.179846,0.0777171
1237662661610766399,18.98994,18.0943,17.60932,17.29581,3,4002,301,0.120654,0.02204,0.123441,0.0277343
1237662661610766427,14.22203,13.05929,13.90372,13.14223,3,4002,301,0.064738,0.064537,0.16077,0.103287
1237662661610766430,17.23697,16.16221,15.72027,15.61022,3,4002,301,0.175207,0.044734,0.155041,0.0603988
1237662661610766433,21.94927,20.55921,19.20631,18.57287,3,4002,301,0.68183,0.117336,0.574509,0.205718
1237662661610766585,17.7893,17.07868,16.66608,17.23265,3,4002,301,0.180505,0.165002,0.132072,0.102867
1237662661610766627,12.14189,11.66357,11.58735,13.71052,3,4002,301,0.035168,0.089128,0.0540852,0.0439914
1237662661610766846,18.93314,18.40635,17.94561,17.77688,3,4002,301,0.128446,0.032186,0.165839,0.124053
1237662661610766929,20.05565,18.96648,18.43732,18.16853,3,4002,301,0.224174,0.031056,0.246307,0.0913053
1237662661610766978,19.07925,18.39615,18.02687,17.72941,3,4002,301,0.081847,0.030741,0.103306,0.0340635
1237662661610767013,20.34949,18.63047,18.03011,17.58574,3,4002,301,0.334269,0.025306,0.330919,0.0515704
1237662661610767083,20.89224,19.81505,19.41555,19.10291,3,4002,301,0.369324,0.050203,0.367407,0.0989947
1237662661610767269,21.81016,20.74769,20.32786,20.06508,3,4002,301,0.339842,0.059629,0.279398,0.0903695
1237662661610767277,22.08725,20.55427,20.02518,19.72183,3,4002,301,0.308909,0.064428,0.266894,0.0641152
1237662661610767291,21.86464,20.8262,20.69141,20.04405,3,4002,301,0.352353,0.091652,0.359334,0.106965
1237662661610767454,21.45708,20.62656,20.026,19.83059,3,4002,301,0.55954,0.176314,0.411199,0.232578
1237662661610767459,22.59451,20.75942,20.03475,19.55595,3,4002,301,0.401078,0.031258,0.399213,0.0631299
1237662661610767464,21.43138,20.89519,20.71208,21.22944,3,4002,301,0.117646,0.110236,0.128325,0.143819
1237662661610767481,22.05879,20.88628,20.5897,20.09819,3,4002,301,0.354562,0.074806,0.31375,0.0995611
1237662661610767483,21.97474,20.51412,19.81623,19.32042,3,4002,301,0.267794,0.050167,0.240692,0.0836525
1237662661610767494,22.70987,20.68815,20.02804,19.69999,3,4002,301,0.362297,0.029811,0.369267,0.0615313
1237662661610767497,21.98581,20.25239,19.44671,19.00427,3,4002,301,0.449015,0.017947,0.451914,0.0696163
1237662661610767506,22.82699,20.91239,20.30705,19.97132,3,4002,301,0.351653,0.026927,0.357234,0.0750632
1237662661610767523,22.35835,20.82892,20.66601,20.97262,3,4002,301,0.355608,0.133248,0.359348,0.106508
1237662661610767533,20.97364,20.5241,20.17162,19.51627,3,4002,301,0.259836,0.120236,0.0769952,0.102315
1237662661610767539,21.71563,20.94544,20.6333,20.54949,3,4002,301,0.245804,0.057971,0.224489,0.0957395
1237662661610767556,21.26339,20.48311,20.03143,19.84527,3,4002,301,0.100818,0.026942,0.080168,0.030269
1237662661610767569,20.25552,19.42297,18.99979,18.92935,3,4002,301,0.197264,0.164356,0.142063,0.126606
1237662661610767586,21.47106,20.72439,20.71476,20.59128,3,4002,301,0.315873,0.093649,0.310001,0.113334
1237662661610767594,20.92883,19.55951,19.02757,18.78262,3,4002,301,0.23182,0.023104,0.228514,0.0535081
1237662661610767629,20.99818,19.92735,19.58157,19.07608,3,4002,301,0.325186,0.068331,0.307663,0.0869989
1237662661610767728,21.48514,20.03526,19.37282,18.94739,3,4002,301,0.244609,0.029095,0.250259,0.0664723
1237662661610767906,22.66479,20.69171,19.84801,19.19654,3,4002,301,0.448017,0.023241,0.460709,0.0658383
1237662661610768138,22.42228,20.92984,18.78084,20.03488,3,4002,301,0.365083,0.165835,0.659243,0.165337
1237662661610832001,21.57967,20.53179,20.08991,19.75151,3,4002,301,0.250814,0.033848,0.212122,0.0875543
1237662661610832011,22.34293,20.599,19.85411,19.40573,3,4002,301,0.418604,0.025292,0.422533,0.0758251
1237662661610832025,20.73166,19.83515,19.38467,18.95522,3,4002,301,0.135371,0.04606,0.132932,0.041305
1237662661610832277,20.57584,19.06631,18.52201,18.20825,3,4002,301,0.243433,0.017732,0.235768,0.0383111
1237662661610832308,18.80192,17.79546,17.28863,16.9135,3,4002,301,0.170862,0.019959,0.146464,0.0346759
1237662661610832387,21.03311,20.47909,20.16426,20.22771,3,4002,301,0.14831,0.048566,0.150842,0.0698211
1237662661610832501,19.98644,18.5026,17.92483,17.50484,3,4002,301,0.258814,0.031505,0.25538,0.0665346
1237662661610832503,21.01164,19.36432,18.74856,18.35369,3,4002,301,0.306174,0.027181,0.299873,0.0464414
1237662661610832506,21.07567,20.42223,20.00481,19.76361,3,4002,301,0.110967,0.058298,0.119883,0.107699
1237662661610832523,19.37553,18.58206,18.14347,17.86478,3,4002,301,0.090688,0.024013,0.0958845,0.0283533
1237662661610832524,20.96913,20.19322,19.74543,19.61228,3,4002,301,0.106883,0.039776,0.10244,0.0865167
1237662661610832534,19.99409,18.71208,18.2176,17.8792,3,4002,301,0.191889,0.012789,0.184605,0.0289564
1237662661610832547,19.32263,17.94618,17.43642,17.06874,3,4002,301,0.208739,0.013541,0.208414,0.0331915
1237662661610832557,20.20149,19.67105,19.36881,19.21028,3,4002,301,0.106154,0.037641,0.0972396,0.0517153
1237662661610832558,20.51632,19.12917,18.60776,18.2786,3,4002,301,0.229318,0.025553,0.218347,0.0564935
1237662661610832562,20.32416,19.75296,19.39481,19.18932,3,4002,301,0.116175,0.025195,0.112937,0.0368155
1237662661610832653,21.45021,19.68534,19.02113,18.50845,3,4002,301,0.368833,0.031319,0.367108,0.0552148
1237662661610832658,21.10204,19.78861,19.23739,18.82917,3,4002,301,0.29383,0.055368,0.285879,0.0862787
1237662661610832694,21.02504,20.11972,19.84691,19.65267,3,4002,301,0.253785,0.112346,0.238945,0.101
1237662661610832699,19.54515,18.94909,18.61761,18.69986,3,4002,301,0.151752,0.05153,0.170814,0.0511309
1237662661610832724,20.76742,20.47423,20.11891,20.25777,3,4002,301,0.080628,0.023886,0.0910453,0.0416292
1237662661610832734,20.56578,20.24204,19.89291,19.90521,3,4002,301,0.086449,0.029484,0.082954,0.0240405
1237662661610832871,20.47369,20.01299,19.93297,19.8283,3,4002,301,0.034207,0.018962,0.0421199,0.0319336
1237662661610832876,21.38769,19.76139,19.14764,18.64173,3,4002,301,0.402501,0.05731,0.354967,0.0805164
1237662661610832909,21.12864,19.8028,19.29747,18.97851,3,4002,301,0.20988,0.017964,0.197355,0.0309974
1237662661610832942,23.45004,20.72608,20.27669,20.18439,3,4002,301,0.261984,0.142063,0.188614,0.137879
1237662661610832966,22.33171,20.98499,20.56037,20.0116,3,4002,301,0.410172,0.050495,0.387536,0.106435
1237662661610832997,21.35446,20.14406,19.60289,19.24628,3,4002,301,0.183974,0.014561,0.177685,0.0311241
1237662661610833040,20.56389,19.32256,18.75084,18.4154,3,4002,301,0.32071,0.064525,0.2938,0.128268
1237662661610833060,20.69278,20.2591,20.02433,19.74837,3,4002,301,0.040472,0.016918,0.0497285,0.0240775
1237662661610833066,21.15452,20.5631,20.40756,20.21245,3,4002,301,0.052585,0.027288,0.0949346,0.126222
1237662661610833074,20.0354,19.0227,18.5537,18.13771,3,4002,301,0.108937,0.01545,0.112413,0.0269696
1237662661610833089,21.83111,20.51968,19.92786,19.64571,3,4002,301,0.220909,0.060873,0.248792,0.0874975
1237662661610833090,21.97408,20.85741,20.578,20.29377,3,4002,301,0.322937,0.085754,0.252251,0.11468
1237662661610833138,21.98817,20.64594,20.31234,19.92935,3,4002,301,0.381247,0.067538,0.347169,0.107266
1237662661610833150,20.59159,20.04803,19.7368,19.75572,3,4002,301,0.118705,0.044527,0.113024,0.0538907
1237662661610833186,21.68129,19.99964,18.97183,18.52665,3,4002,301,0.523331,0.01697,0.517223,0.0807911
1237662661610833196,21.53033,20.60598,20.18124,19.93744,3,4002,301,0.403323,0.098548,0.232202,0.10979
1237662661610833212,20.87552,19.75254,19.32063,19.02445,3,4002,301,0.193287,0.014385,0.166858,0.0397547
1237662661610833596,22.24544,20.22293,20.37197,26.4077,3,4002,301,0.086347,0.124628,0.145994,0.111117
1237662662147244583,19.45177,19.00102,18.67575,18.6805,3,4002,301,0.135923,0.033268,0.122597,0.0471957
1237662662147244649,18.34252,17.30097,16.87878,16.45875,3,4002,301,0.102538,0.010886,0.11229,0.0237642
1237662662147244955,20.51861,20.04322,19.81321,20.26503,3,4002,301,0.059508,0.044184,0.0572213,0.0531407
1237662662147244970,22.08898,20.93975,20.40928,19.86888,3,4002,301,0.414179,0.098917,0.280797,0.177488
1237662662147245319,21.33048,20.17218,19.67924,19.39615,3,4002,301,0.31607,0.066509,0.207627,0.0901119
1237662662147245383,21.2037,20.02151,19.50935,19.13038,3,4002,301,0.213021,0.026415,0.177885,0.0345035
1237662662147245449,22.01302,20.87647,20.28859,19.55283,3,4002,301,0.506022,0.155844,0.448116,0.17881
1237662662147245536,21.15735,20.08488,19.44017,19.00711,3,4002,301,0.426458,0.126705,0.208858,0.143185
1237662662147245539,20.8197,19.68616,19.21759,18.78286,3,4002,301,0.131144,0.009152,0.135646,0.0217104
1237662662147245809,22.12294,20.86501,20.08303,19.62359,3,4002,301,0.420218,0.102182,0.374834,0.171478
1237662662147309641,18.5632,16.23058,19.97516,17.2732,3,4002,301,0.229484,0.149148,0.378939,0.208457
1237662662147309782,20.73084,19.56895,19.09441,18.71828,3,4002,301,0.239721,0.034217,0.190354,0.071384
1237662662147309960,19.49085,18.22883,17.74746,17.33598,3,4002,301,0.173866,0.013234,0.15754,0.0299783
1237662662147310168,19.00613,18.00061,17.61602,17.23463,3,4002,301,0.116413,0.01252,0.107154,0.0220636
1237662662147310247,20.10044,19.62301,19.32197,18.98573,3,4002,301,0.156817,0.067229,0.112628,0.0837004
1237662662147310256,17.80512,17.36658,17.10711,16.97069,3,4002,301,0.045394,0.015723,0.0435332,0.017707
1237662662147310307,19.74764,19.13308,18.80285,18.68606,3,4002,301,0.067892,0.034428,0.0833221,0.0606025
1237662662147310311,19.55454,18.95275,18.65176,18.51342,3,4002,301,0.090591,0.036549,0.102931,0.040122
1237662662147310333,20.61233,19.9419,19.73053,19.46202,3,4002,301,0.221756,0.078948,0.188415,0.112574
1237662662147310372,22.47433,20.5546,19.63543,19.03714,3,4002,301,0.485399,0.014361,0.489967,0.0740309
1237662662147310377,20.70885,19.83117,19.34438,18.94065,3,4002,301,0.056317,0.020414,0.0654026,0.0217174
1237662662147310491,21.44422,20.5081,20.15038,20.09615,3,4002,301,0.31523,0.145934,0.296982,0.114296
1237662662147310522,22.79002,20.84958,19.7027,19.05045,3,4002,301,0.584203,0.018496,0.591394,0.115447
1237662662147310709,21.07388,20.37576,19.96523,19.6848,3,4002,301,0.061966,0.021097,0.0646216,0.0208271
1237662662147310719,21.99547,20.91203,20.49412,20.13165,3,4002,301,0.202902,0.033067,0.212981,0.0880445
1237662662147310733,22.64791,20.47268,19.62151,18.98266,3,4002,301,0.465696,0.030277,0.481132,0.0782345
1237662662147310800,21.14549,20.81795,20.69791,20.96095,3,4002,301,0.037034,0.034765,0.0351382,0.034328
1237662662147310861,21.18855,19.93627,19.48461,19.14627,3,4002,301,0.350404,0.062221,0.349179,0.100269
1237662662147310865,21.59987,20.33793,19.89699,19.34503,3,4002,301,0.329904,0.090778,0.254186,0.0906796
1237662662147310905,22.76446,20.90305,20.03367,19.53668,3,4002,301,0.466674,0.018187,0.488418,0.0849405
1237662662147375285,11.1454,14.35473,10.53031,10.71148,3,4002,301,0.352496,-1000,0.102258,0.0735996
1237662662147375288,16.24821,16.04018,14.81269,23.92428,3,4002,301,0.109568,0.088693,0.100886,0.0435891
1237662662147375372,21.19718,20.5719,20.11375,20.03707,3,4002,301,0.107444,0.030824,0.108761,0.0411551
1237662662147375406,22.46937,20.90064,20.42047,19.73658,3,4002,301,0.3668,0.072146,0.220945,0.0994325
1237662662147375584,19.76051,18.40904,17.85462,17.48491,3,4002,301,0.22428,0.023879,0.216065,0.0350646
1237662662147375711,21.73694,20.53152,20.0344,20.55422,3,4002,301,0.334804,0.174405,0.213991,0.0859489
1237662662147375856,21.761,20.1302,19.51311,19.04519,3,4002,301,0.312153,0.032346,0.302433,0.0504158
1237662662147376093,19.93013,19.23701,18.90684,18.73176,3,4002,301,0.076479,0.035353,0.0728098,0.0344259
1237662662147376306,21.59035,20.40737,19.96954,19.69588,3,4002,301,0.336535,0.06791,0.314079,0.0947651
1237662662147376320,22.29876,20.36286,19.66095,19.31416,3,4002,301,0.372499,0.020835,0.372511,0.0556697
1237662662147441048,17.44022,16.50201,16.07565,15.70807,3,4002,301,0.082952,0.016369,0.0733018,0.0184038
1237662662147441049,20.14419,19.19002,18.73173,18.43441,3,4002,301,0.216917,0.029924,0.176647,0.047348
